addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1430,  1180,  1430,     0,  1420,  1430,  1420
   1,  1420,  1380,  1190,  1380,     0,  1410,  1430,  1400
   2,  1290,  1250,  1190,  1430,     0,  1360,  1420,  1420
   3,  1380,  1420,  1420,  1370,  1460,  1420,  1420,  1420
   4,  1420,  1420,  1410,  1430,     0,  1420,  1430,  1290
   5,  1390,  1370,  1350,  1380,  1470,  1410,  1420,  1390
   6,  1100,  1220,  1350,  1430,  1470,  1420,  1430,  1430
   7,  1420,  1430,  1420,  1430,  1450,  1420,  1440,  1400
   8,  1270,  1430,  1410,  1430,  1500,  1420,   950,  1290
   9,  1270,  1380,  1350,  1260,     0,  1410,  1420,  1430
  10,  1390,  1430,  1430,  1400,  1530,  1420,  1430,  1280
  11,  1390,  1430,  1430,  1430,  1510,  1410,  1430,  1390
  12,  1390,  1430,  1420,  1430,     0,  1420,  1380,  1280
  13,  1100,  1400,  1420,  1380,  1470,  1420,  1440,  1430
  14,  1420,  1220,  1230,  1430,  1510,  1420,  1430,  1430
  15,  1380,  1430,  1430,  1380,     0,  1420,  1360,  1430
  16,  1420,  1430,  1420,  1410,  1550,  1410,  1430,  1400
  17,  1390,  1400,  1430,  1430,  1490,  1420,  1430,  1390
  18,  1410,  1420,  1420,  1430,  1460,  1420,  1430,  1430
  19,  1390,  1380,  1430,  1430,     0,  1420,  1420,  1430
  20,  1390,  1430,  1180,  1380,  1490,  1410,  1430,  1400
  21,  1100,  1380,  1430,  1250,  1460,  1420,  1430,  1430
  22,  1420,  1430,  1420,  1430,     0,  1420,  1430,  1420
  23,  1410,  1380,  1420,  1430,  1440,  1420,  1420,  1280
  24,  1420,  1430,  1420,  1380,  1430,  1410,  1430,  1260
  25,  1410,  1430,  1440,  1430,  1440,  1420,  1430,  1390
  26,  1420,  1430,  1420,  1440,  1490,  1420,  1430,  1430
  27,  1420,  1380,  1420,  1430,  1450,  1420,  1430,  1430
  28,  1410,  1430,  1170,  1430,  1510,  1410,  1430,  1390
  29,  1390,  1390,  1170,  1250,  1450,  1420,  1100,  1290
  30,  1090,  1430,  1170,  1380,  1450,  1410,  1430,  1430
  31,  1420,  1380,  1430,  1440,  1440,  1420,  1430,  1390
  32,  1380,  1430,  1410,  1430,     0,  1420,  1430,  1430
  33,  1420,  1380,  1360,  1250,  1440,  1410,   950,  1400
  34,  1380,  1430,  1420,  1380,  1430,  1420,  1430,  1430
  35,  1390,  1320,  1440,  1380,  1430,  1420,  1420,  1430
  36,  1420,  1430,  1420,  1440,     0,  1420,  1430,  1390
  37,  1330,  1390,  1370,  1380,  1450,  1410,  1430,  1430
  38,  1410,  1240,  1420,  1380,  1480,  1420,  1420,  1370
  39,  1410,  1420,  1440,  1430,  1450,  1420,  1430,  1380
  40,  1410,  1430,  1420,  1380,     0,  1100,  1430,  1420
  41,  1390,  1380,  1420,  1430,     0,  1430,  1430,  1430
  42,  1420,  1430,  1420,  1430,  1540,  1410,  1430,  1390
  43,  1410,  1430,  1420,  1430,     0,  1380,  1340,  1430
  44,  1420,  1430,  1410,  1440,  1510,  1430,  1430,  1390
  45,  1390,  1390,  1420,  1430,  1450,  1430,  1440,  1410
  46,  1300,  1240,  1420,  1230,  1480,  1420,  1430,  1420
  47,  1420,  1430,  1420,  1430,  1480,  1420,  1430,  1430
  48,  1270,  1370,  1420,  1380,     0,  1410,  1420,  1390
  49,  1420,  1430,  1430,  1370,  1460,  1420,  1430,  1270
  50,  1380,  1380,  1420,  1430,     0,  1420,  1430,  1430
  51,  1420,  1430,  1430,  1430,  1440,  1430,  1420,  1430
  52,  1420,  1430,  1420,  1430,  1510,  1420,  1430,  1430
  53,  1420,  1380,  1420,  1430,  1440,  1420,  1430,  1380
  54,  1380,  1430,  1430,  1390,  1530,  1420,  1420,  1430
  55,  1410,  1430,  1430,  1430,  1450,  1420,  1430,  1430
  56,  1420,  1370,  1430,  1430,  1440,  1410,  1430,  1430
  57,  1420,  1430,  1430,  1380,  1470,  1420,  1430,  1430
  58,  1420,  1430,  1420,  1390,  1510,  1420,  1410,  1390
