addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1260,     0,  1270,     0,  1260,  1280,  1800
   1,  1270,  1300,     0,  1280,     0,  1270,  1260,  1240
   2,  1270,  1290,     0,   930,     0,  1240,  1480,  1320
   3,  1320,  1270,  1470,  1280,  1280,  1440,  1470,  1330
   4,  1270,   930,     0,  1290,     0,  1440,  1460,  1300
   5,  1320,  1310,     0,  1280,  1290,  1230,  1240,  1170
   6,  1270,  1300,     0,  1260,  1280,  1450,  1450,  1320
   7,  1270,  1290,  1430,  1270,  1310,  1450,  1460,  1170
   8,  1260,   930,     0,   930,  1280,  1410,  1450,  1170
   9,  1220,  1330,     0,   930,  1300,  1230,  1240,  1340
  10,  1280,  1290,  1480,  1280,  1280,  1410,  1410,  1300
  11,  1320,  1280,  1420,  1280,  1280,  1230,  1240,  1170
  12,  1290,   930,     0,  1280,  1270,  1420,  1240,  1160
  13,  1290,  1300,  1440,  1270,  1280,  1420,  1480,  1340
  14,  1280,  1300,  1440,  1280,  1290,  1230,  1230,  1290
  15,  1330,  1290,  1440,  1280,  1270,  1470,  1230,  1310
  16,  1220,   930,  1450,  1280,  1340,  1230,  1490,  1290
  17,  1320,  1280,  1440,  1270,  1270,  1430,  1470,  1160
  18,  1220,   930,  1500,  1270,  1260,  1430,  1480,  1320
  19,  1330,  1280,  1460,  1270,  1280,  1450,  1220,  1360
  20,  1290,   930,  1460,  1280,  1300,  1430,  1470,  1320
  21,  1290,  1290,  1430,  1270,  1270,  1490,  1450,  1350
  22,  1270,  1310,  1470,  1290,  1270,  1440,  1450,  1330
  23,  1320,  1300,  1430,   930,  1280,  1460,  1220,  1330
  24,  1300,  1290,  1430,  1280,  1270,  1440,  1480,  1310
  25,  1320,  1300,  1440,  1280,  1270,  1440,  1520,  1310
  26,  1280,  1310,  1500,  1280,  1290,  1450,  1430,  1340
  27,  1310,  1310,  1460,  1280,  1280,  1450,  1460,  1330
  28,  1220,   930,  1450,  1270,  1290,  1230,  1490,  1160
  29,  1330,  1310,  1450,  1270,  1270,  1450,  1420,  1160
  30,  1280,   930,  1450,  1290,  1270,  1450,  1420,  1280
  31,  1280,  1290,  1430,  1270,  1270,  1480,  1460,  1160
  32,  1300,   930,     0,  1280,  1270,  1420,  1450,  1280
  33,  1220,  1290,     0,  1270,  1270,  1230,  1440,  1280
  34,  1290,  1290,  1490,  1280,  1270,  1430,  1440,  1330
  35,  1330,  1290,  1430,  1280,  1280,  1450,  1220,  1330
  36,  1220,   930,     0,  1280,     0,  1440,  1470,  1160
  37,  1220,  1290,     0,  1270,  1280,  1430,  1470,  1320
  38,  1300,  1280,  1470,  1280,  1280,  1440,  1480,  1320
  39,  1330,  1290,  1410,  1280,  1300,  1460,  1440,  1160
  40,  1220,   930,     0,  1280,  1270,  1460,  1220,  1330
  41,  1330,  1310,  1470,  1270,  1260,  1440,  1450,  1360
  42,  1300,  1300,  1470,  1280,  1280,  1230,  1220,  1330
  43,  1330,  1300,  1440,  1280,  1260,  1230,  1220,  1380
  44,  1220,   930,     0,  1280,  1300,  1430,  1510,  1330
  45,  1330,  1290,  1430,  1280,  1280,  1490,  1450,  1330
  46,  1270,  1290,  1450,  1250,  1290,  1420,  1440,  1360
  47,  1320,  1290,  1450,  1270,  1270,  1440,  1440,  1350
  48,  1280,  1320,  1510,  1280,  1270,  1420,  1430,  1340
  49,  1300,  1300,  1460,  1290,  1280,  1460,  1460,  1330
  50,  1290,  1280,  1470,  1260,  1260,  1420,  1470,  1320
  51,  1290,  1320,     0,  1280,  1280,  1470,  1440,  1330
  52,  1290,   930,  1450,  1280,  1330,  1470,  1480,  1350
  53,  1320,  1310,  1430,  1280,  1280,  1460,  1450,  1340
  54,  1280,  1280,  1460,  1280,  1290,  1430,  1440,  1350
  55,  1320,  1270,  1450,  1270,  1280,  1450,  1440,  1330
  56,  1280,  1320,  1480,  1280,  1280,  1420,  1470,  1350
  57,  1320,  1330,  1470,  1280,  1300,  1440,  1450,  1320
  58,  1290,   930,     0,  1270,  1300,  1480,  1220,  1310
  59,  1330,  1290,  1410,  1270,  1290,  1470,  1420,  1160
  60,  1290,   930,  1470,  1270,  1320,  1230,  1220,  1340
  61,  1300,   930,  1410,  1270,  1270,  1480,  1420,  1330
  62,  1290,   930,     0,  1250,  1270,  1430,  1420,  1310
  63,  1290,  1310,  1410,  1250,  1300,  1430,  1450,  1160
  64,  1270,   930,     0,  1280,  1300,  1440,  1220,  1300
  65,  1290,  1290,  1430,  1280,  1280,  1430,  1420,  1330
  66,  1270,  1280,  1430,  1250,  1300,  1450,  1420,  1280
  67,  1320,  1280,  1430,  1280,  1280,  1230,  1220,  1160
  68,  1290,   930,     0,  1290,  1300,  1430,  1460,  1320
  69,  1270,  1320,  1420,  1280,  1280,  1460,  1460,  1320
  70,  1290,   930,  1510,  1280,  1270,  1430,  1450,  1290
  71,  1290,  1300,  1440,  1280,     0,  1430,  1220,  1340
  72,  1270,  1300,  1420,  1280,  1300,  1430,  1470,  1160
  73,  1350,  1290,  1450,  1280,  1280,  1430,  1480,  1160
  74,  1270,  1300,  1490,  1280,  1300,  1470,  1450,  1320
  75,  1320,  1280,  1440,  1280,  1270,  1470,  1440,  1370
  76,  1270,   930,     0,  1280,  1320,  1450,  1440,  1330
  77,  1320,  1290,  1440,  1280,  1280,  1470,  1470,  1330
  78,  1280,  1290,  1460,  1270,  1300,  1480,  1460,  1330
  79,  1330,  1310,  1440,  1280,  1260,  1440,  1440,  1330
  80,  1270,  1310,  1480,  1270,  1300,  1490,  1510,  1320
  81,  1320,  1290,  1460,  1280,  1310,  1440,  1430,  1350
  82,  1270,  1310,  1460,  1280,  1290,  1440,  1430,  1330
  83,  1340,  1300,  1450,  1270,  1270,  1440,  1440,  1360
  84,  1270,  1290,  1470,  1280,  1310,  1410,  1430,  1330
  85,  1330,  1310,     0,  1280,  1290,  1230,  1480,  1330
  86,  1290,  1310,  1500,  1280,  1270,  1440,  1480,  1300
  87,  1330,  1290,  1460,  1280,  1290,  1490,  1470,  1350
  88,  1280,  1320,  1500,  1290,  1290,  1440,  1500,  1310
  89,  1310,  1290,  1480,  1270,  1290,  1460,  1440,  1340
  90,  1290,  1280,  1470,  1280,     0,  1450,  1480,  1350
  91,  1330,  1330,  1430,  1260,  1280,  1450,  1470,  1310
  92,  1220,  1300,  1460,  1260,  1290,  1430,  1460,  1310
  93,  1320,  1300,  1430,  1270,  1280,  1430,  1470,  1320
  94,  1270,   930,  1420,  1260,  1270,  1440,  1480,  1310
  95,  1320,  1280,  1470,  1280,  1280,  1470,  1220,  1300
  96,  1310,  1300,  1490,  1290,  1300,  1470,  1490,  1340
  97,  1330,   930,  1430,  1270,  1280,  1450,  1440,  1320
  98,  1290,  1290,  1470,  1280,  1290,  1440,  1460,  1300
  99,  1320,  1270,  1420,  1280,  1270,  1440,  1460,  1330
 100,  1280,   930,  1490,  1290,  1270,  1450,  1480,  1280
 101,  1320,  1300,  1440,  1280,  1280,  1470,  1430,  1320
 102,  1270,  1310,  1490,  1280,  1320,  1440,  1500,  1320
 103,  1330,  1300,  1480,  1280,  1300,  1470,  1460,  1320
 104,  1270,  1300,  1510,  1280,  1270,  1450,  1480,  1310
 105,  1340,  1290,  1480,  1280,  1290,  1480,  1450,  1330
 106,  1220,  1290,  1510,  1270,  1280,  1230,  1450,  1310
 107,  1320,  1290,  1450,  1280,  1280,  1480,  1440,  1340
 108,  1290,  1300,  1490,  1280,  1290,  1450,  1460,  1340
 109,  1270,  1280,  1420,  1280,  1270,  1230,  1470,  1340
