addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1410,     0,  1420,     0,  1400,  1430,  1410
   1,  1410,  1380,     0,  1390,     0,  1380,  1410,  1380
   2,  1270,  1280,     0,  1430,     0,  1290,  1430,  1410
   3,  1380,  1420,  1430,  1380,  1430,  1410,  1410,  1420
   4,  1420,  1420,  1360,  1430,  1380,  1420,  1440,  1250
   5,  1380,  1390,     0,  1380,  1430,  1380,  1410,  1380
   6,  1280,  1290,     0,  1430,  1370,  1410,  1430,  1410
   7,  1410,  1410,  1430,  1430,  1430,  1410,  1440,  1360
   8,  1280,  1420,  1360,  1430,  1420,  1410,   980,  1250
   9,  1270,  1380,     0,  1260,  1370,  1370,  1400,  1420
  10,  1390,  1430,  1430,  1380,  1430,  1410,  1440,  1220
  11,  1390,  1420,  1380,  1430,  1420,  1380,  1410,  1380
  12,  1380,  1430,  1370,  1430,  1380,  1410,  1290,  1250
  13,  1280,  1390,  1430,  1370,  1430,  1380,  1440,  1420
  14,  1420,  1290,  1240,  1430,  1430,  1370,  1410,  1430
  15,  1410,  1430,  1390,  1390,  1370,  1420,  1300,  1420
  16,  1420,  1430,  1430,  1380,  1440,  1380,  1440,  1380
  17,  1400,  1380,  1390,  1430,  1380,  1410,  1420,  1370
  18,  1410,  1420,  1420,  1430,  1230,  1410,  1440,  1430
  19,  1390,  1380,  1390,  1430,  1380,  1410,  1410,  1420
  20,  1390,  1430,  1420,  1380,  1430,  1370,  1440,  1380
  21,  1280,  1380,  1390,  1250,  1430,  1410,  1450,  1430
  22,  1420,  1430,  1430,  1430,  1380,  1410,  1400,  1420
  23,  1420,  1390,  1420,  1430,  1430,  1410,  1410,  1260
  24,  1420,  1430,  1370,  1380,  1370,  1370,  1440,  1230
  25,  1420,  1430,  1430,  1430,  1430,  1370,  1440,  1380
  26,  1420,  1430,  1420,  1430,  1420,  1410,  1410,  1420
  27,  1410,  1390,  1430,  1430,  1430,  1410,  1440,  1420
  28,  1410,  1420,  1240,  1430,  1430,  1380,  1440,  1370
  29,  1380,  1380,  1190,  1270,  1290,  1410,  1090,  1260
  30,  1280,  1420,  1190,  1380,  1360,  1360,  1410,  1420
  31,  1420,  1390,  1390,  1430,  1240,  1410,  1440,  1380
  32,  1380,  1430,  1360,  1430,  1380,  1410,  1440,  1420
  33,  1410,  1380,  1190,  1260,  1430,  1380,  1090,  1380
  34,  1390,  1430,  1430,  1390,  1260,  1410,  1410,  1420
  35,  1400,  1270,  1380,  1400,  1380,  1410,  1400,  1420
  36,  1410,  1420,  1370,  1430,  1370,  1420,  1440,  1390
  37,  1300,  1380,  1190,  1380,  1430,  1380,  1410,  1420
  38,  1390,  1290,  1430,  1380,  1420,  1410,  1440,  1380
  39,  1420,  1420,  1420,  1440,  1430,  1410,  1440,  1380
  40,  1410,  1420,  1370,  1380,  1380,  1270,  1410,  1420
  41,  1390,  1390,  1420,  1430,  1250,  1380,  1440,  1420
  42,  1410,  1430,  1420,  1430,  1430,  1380,  1410,  1380
  43,  1420,  1420,  1420,  1430,  1380,  1280,  1300,  1420
  44,  1420,  1420,  1370,  1430,  1410,  1410,  1440,  1380
  45,  1380,  1380,  1420,  1430,  1270,  1410,  1440,  1370
  46,  1280,  1280,  1430,  1290,  1440,  1410,  1450,  1430
  47,  1420,  1430,  1430,  1440,  1420,  1410,  1450,  1430
  48,  1280,  1400,  1420,  1380,  1370,  1370,  1400,  1370
  49,  1410,  1420,  1430,  1380,  1430,  1410,  1440,  1260
  50,  1380,  1400,  1430,  1430,  1390,  1380,  1440,  1420
  51,  1420,  1430,  1380,  1430,  1430,  1410,  1420,  1420
  52,  1410,  1420,  1430,  1430,  1430,  1420,  1440,  1420
  53,  1420,  1380,  1430,  1430,  1420,  1410,  1440,  1380
  54,  1380,  1420,  1420,  1370,  1430,  1380,  1410,  1420
  55,  1410,  1420,  1420,  1430,  1430,  1400,  1440,  1420
  56,  1410,  1390,  1420,  1430,  1380,  1380,  1440,  1420
  57,  1410,  1420,  1380,  1390,  1420,  1410,  1440,  1420
  58,  1410,  1430,  1360,  1380,  1430,  1410,  1410,  1370
  59,  1380,  1380,  1420,  1430,  1370,  1370,  1440,  1380
  60,  1370,  1420,  1430,  1370,  1430,  1370,  1410,  1420
  61,  1410,   930,  1250,  1430,  1370,  1410,  1440,  1370
  62,  1380,   930,  1370,  1290,  1220,  1410,  1300,  1230
  63,   950,  1390,  1420,  1220,  1430,  1380,  1440,  1380
  64,   960,  1430,  1370,  1380,  1430,  1410,  1410,  1420
  65,  1420,  1390,  1430,  1440,  1370,  1390,  1440,  1420
  66,  1280,  1280,  1230,  1310,  1430,  1400,  1400,  1250
  67,  1410,  1420,  1380,  1430,  1370,  1380,  1400,  1380
  68,  1390,  1430,  1370,  1430,  1420,  1410,  1440,  1430
  69,  1420,  1390,  1430,  1430,  1420,  1410,  1450,  1310
  70,  1380,  1420,  1420,  1370,  1370,  1410,  1430,  1410
  71,  1410,  1380,  1370,  1430,  1250,  1080,  1410,  1410
  72,  1270,  1430,  1370,  1430,  1430,  1380,  1440,  1380
  73,  1410,  1430,  1420,  1430,  1430,  1380,  1440,  1270
  74,  1410,  1400,  1430,  1380,  1430,  1410,  1440,  1420
  75,  1390,  1420,  1380,  1430,  1340,  1260,  1440,  1420
  76,  1410,  1420,  1370,  1420,  1410,  1400,  1310,  1420
  77,  1380,  1380,  1420,  1430,  1420,  1410,  1440,  1420
  78,  1290,  1420,  1420,  1430,  1420,  1410,  1410,  1420
  79,  1390,  1420,  1380,  1430,  1380,  1410,  1440,  1380
  80,  1420,  1420,  1430,  1380,  1430,  1410,  1440,  1420
  81,  1410,  1430,  1420,  1430,  1380,  1410,  1440,  1420
  82,  1410,  1420,  1250,  1370,  1430,  1410,  1290,  1420
  83,  1410,  1380,  1420,  1430,  1420,  1380,  1440,  1410
  84,  1410,  1280,  1430,  1380,  1430,  1410,  1410,  1420
  85,  1380,  1420,  1370,  1380,  1370,  1390,  1430,  1280
  86,  1410,  1420,  1430,  1430,     0,  1410,  1420,  1380
  87,  1410,  1420,  1390,  1430,  1430,  1410,  1310,  1420
  88,  1420,  1420,  1420,  1370,  1430,  1410,  1440,  1420
  89,  1390,  1380,  1430,  1430,  1430,  1410,  1440,  1420
  90,  1420,  1420,  1360,  1390,  1380,  1420,  1440,  1420
  91,  1380,  1430,  1430,  1440,  1430,  1410,  1440,  1420
  92,  1420,  1400,  1420,  1350,  1430,  1410,  1410,  1380
  93,  1390,  1420,  1380,  1440,  1430,  1380,  1440,  1420
  94,  1270,  1420,  1360,  1310,  1370,  1410,  1440,  1420
  95,  1420,  1400,  1430,  1430,  1430,  1410,  1420,  1420
  96,  1410,  1420,  1420,  1430,  1430,  1370,  1440,  1420
  97,  1410,  1420,  1420,  1380,  1370,  1410,  1440,  1270
  98,  1380,  1390,  1430,  1430,  1430,  1410,  1440,  1420
  99,  1410,  1420,  1420,  1430,  1430,  1380,  1410,  1420
 100,  1420,  1430,  1430,  1440,  1370,  1420,  1440,  1420
 101,  1390,  1380,  1430,  1440,  1430,  1410,  1440,  1420
 102,  1420,  1420,  1430,  1430,  1430,  1370,  1440,  1430
 103,  1390,  1420,  1430,  1390,  1430,  1410,  1440,  1300
 104,  1420,  1420,  1420,  1430,  1380,  1410,  1440,  1420
 105,  1390,  1380,  1420,  1430,  1430,  1410,  1440,  1420
 106,  1410,  1420,  1420,  1430,  1370,  1380,  1290,  1420
 107,  1400,  1430,  1430,  1390,  1380,  1410,  1440,  1420
 108,  1380,  1400,  1430,  1430,  1430,  1410,  1440,  1420
 109,  1420,  1420,  1390,  1430,  1430,  1370,  1440,  1420
 110,  1390,  1430,  1370,  1430,  1430,  1410,  1440,  1420
 111,  1420,  1380,  1430,  1430,  1430,  1410,  1440,  1380
 112,  1410,  1420,  1420,  1430,  1430,  1370,  1440,  1420
 113,  1410,  1420,  1420,  1380,  1420,  1410,  1440,  1410
 114,  1420,  1390,  1430,  1430,  1430,  1410,  1440,  1420
 115,  1410,  1430,  1430,  1430,  1430,  1410,  1440,  1380
 116,  1290,  1430,  1370,  1380,  1420,  1410,  1440,  1420
 117,  1420,  1390,  1430,  1440,  1430,  1420,  1440,  1420
 118,  1420,  1430,  1430,  1430,  1430,  1410,  1430,  1420
 119,  1410,  1420,  1430,  1430,  1430,  1370,  1300,  1420
 120,  1420,  1390,  1370,  1390,  1380,  1380,  1410,  1380
 121,  1390,  1310,  1430,  1420,  1410,  1400,  1310,  1420
 122,  1420,  1420,  1370,  1390,  1380,  1370,  1440,  1420
 123,  1410,  1430,  1430,  1430,  1430,  1410,  1440,  1430
 124,  1400,  1400,  1370,  1380,  1380,  1370,  1440,  1410
 125,  1420,  1320,  1420,  1430,  1430,  1410,  1420,  1370
 126,  1390,  1280,  1230,  1380,  1430,  1380,  1440,  1380
 127,  1290,  1430,  1390,  1430,  1370,  1420,  1420,  1260
 128,  1290,  1410,  1430,  1430,  1430,  1410,  1410,  1420
 129,  1410,  1420,  1380,  1390,  1380,  1370,  1450,  1380
