vretention,badbits
 500, 0
 490, 0
 480, 0
 470, 0
 460, 0
 450, 0
 440, 1
 430, 2
 420, 3
 410, 3
 400, 7
 390, 9
 380, 18
 370, 25
 360, 43
 350, 65
 340, 98
 330, 146
 320, 215
 310, 273
 300, 345
 290, 432
 280, 549
 270, 593
 260, 672
 250, 737
 240, 876
 230, 917
 220, 957
 210, 983
 200, 993
 190, 995
 180, 989
 170, 1030
 160, 1040
 150, 1030
 140, 1010
 130, 990
 120, 986
 110, 987
 100, 991
  90, 988
  80, 993
  70, 985
  60, 990
  50, 994
  40, 991
  30, 999
  20, 997
  10, 1006
