addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1430,     0,  1410,     0,  1420,  1430,  1430
   1,  1420,  1360,     0,  1360,     0,  1350,  1410,  1360
   2,  1200,  1270,     0,  1440,     0,  1260,  1420,  1430
   3,  1430,  1430,  1430,  1480,  1440,  1420,  1380,  1420
   4,  1420,  1430,  1370,  1440,  1340,  1430,  1440,  1260
   5,  1360,  1350,  1180,  1360,  1440,  1400,  1390,  1360
   6,  1320,  1200,  1130,  1430,  1430,  1430,  1440,  1430
   7,  1420,  1430,  1430,  1450,  1450,  1470,  1450,  1380
   8,  1260,  1440,  1370,  1430,  1470,  1420,  1070,  1330
   9,  1050,  1360,  1130,  1160,  1350,  1370,  1380,  1430
  10,  1370,  1430,  1430,  1440,  1470,  1430,  1430,  1250
  11,  1360,  1440,  1390,  1440,  1520,  1430,  1410,  1360
  12,  1350,  1420,  1390,  1440,  1340,  1420,  1390,  1020
  13,  1080,  1360,  1430,  1350,  1460,  1500,  1450,  1440
  14,  1430,  1270,  1080,  1440,  1430,  1350,  1410,  1430
  15,  1370,  1450,  1390,  1350,  1350,  1430,  1260,  1440
  16,  1400,  1440,  1430,  1390,  1510,  1360,  1450,  1360
  17,  1370,  1360,  1410,  1440,  1510,  1430,  1410,  1370
  18,  1400,  1420,  1420,  1440,  1440,  1400,  1440,  1440
  19,  1380,  1360,  1420,  1440,  1350,  1420,  1390,  1440
  20,  1370,  1440,  1430,  1380,  1450,  1350,  1440,  1360
  21,  1230,  1360,  1410,  1190,  1460,  1420,  1450,  1440
  22,  1400,  1440,  1430,  1400,  1340,  1420,  1390,  1420
  23,  1420,  1360,  1430,  1450,  1430,  1410,  1380,  1240
  24,  1400,  1440,  1390,  1380,  1350,  1350,  1440,  1190
  25,  1420,  1430,  1430,  1450,  1440,  1420,  1430,  1370
  26,  1420,  1420,  1410,  1440,  1420,  1420,  1390,  1440
  27,  1420,  1350,  1430,  1440,  1440,  1410,  1440,  1430
  28,  1420,  1440,  1230,  1430,  1450,  1350,  1440,  1370
  29,  1380,  1360,  1140,  1070,  1400,  1410,  1130,  1320
  30,  1080,  1440,  1140,  1370,  1380,  1340,  1410,  1440
  31,  1430,  1350,  1400,  1450,  1370,  1430,  1440,  1380
  32,  1360,  1450,  1380,  1430,  1350,  1420,  1430,  1430
  33,  1430,  1360,  1210,  1080,  1450,  1380,  1270,  1370
  34,  1360,  1450,  1430,  1380,  1340,  1420,  1400,  1430
  35,  1380,  1320,  1420,  1360,  1350,  1410,  1380,  1430
  36,  1430,  1430,  1380,  1440,  1350,  1430,  1440,  1370
  37,  1160,  1360,  1210,  1350,  1440,  1480,  1410,  1440
  38,  1390,  1280,  1430,  1430,  1430,  1400,  1430,  1340
  39,  1440,  1420,  1430,  1450,  1430,  1410,  1440,  1360
  40,  1400,  1420,  1380,  1370,  1350,   980,  1400,  1420
  41,  1370,  1350,  1420,  1430,  1040,  1390,  1450,  1440
  42,  1410,  1440,  1420,  1440,  1560,  1350,  1390,  1360
  43,  1410,  1430,  1430,  1450,  1310,  1270,  1190,  1440
  44,  1430,  1430,  1380,  1450,  1430,  1430,  1440,  1370
  45,  1370,  1360,  1430,  1440,  1420,  1520,  1450,  1390
  46,  1140,  1020,  1430,  1000,  1430,  1420,  1440,  1430
