addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1460,     0,  1470,     0,  1450,  1480,  1460
   1,  1490,  1370,   940,  1390,   950,  1380,  1390,  1420
   2,  1300,  1130,   950,  1480,   960,  1270,  1500,  1460
   3,  1510,  1480,  1490,  1390,  1500,  1480,  1400,  1480
   4,  1460,  1460,  1350,  1490,  1360,  1470,  1490,  1370
   5,  1630,  1380,  1120,  1390,  1490,  1380,  1400,  1420
   6,  1360,  1220,   950,  1460,  1370,  1460,  1490,  1480
   7,  1490,  1470,  1500,  1490,  1470,  1480,  1510,  1420
   8,  1170,  1490,  1340,  1490,  1470,  1460,  1070,  1330
   9,  1170,  1370,  1110,  1200,  1390,  1380,  1410,  1480
  10,  1360,  1460,  1500,  1470,  1480,  1460,  1510,  1360
  11,  1370,  1460,  1440,  1490,  1490,  1380,  1400,  1410
  12,  1360,  1470,  1340,  1480,  1370,  1460,  1250,  1270
  13,  1090,  1380,  1500,  1390,  1490,  1400,  1510,  1480
  14,  1490,  1080,  1430,  1480,  1460,  1370,  1400,  1460
  15,  1380,  1480,  1440,  1390,  1390,  1460,  1320,  1480
  16,  1480,  1490,  1500,  1390,  1470,  1370,  1520,  1400
  17,  1480,  1370,  1430,  1480,  1390,  1470,  1410,  1420
  18,  1480,  1480,  1490,  1490,  1420,  1480,  1520,  1490
  19,  1370,  1370,  1440,  1490,  1390,  1470,  1410,  1480
  20,  1360,  1480,  1490,  1390,  1480,  1370,  1500,  1400
  21,  1330,  1380,  1450,  1140,  1490,  1460,  1510,  1480
  22,  1480,  1490,  1480,  1480,  1360,  1470,  1420,  1480
  23,  1480,  1370,  1490,  1480,  1460,  1450,  1400,  1320
  24,  1480,  1480,  1420,  1390,  1360,  1390,  1500,  1290
  25,  1490,  1480,  1490,  1490,  1500,  1380,  1510,  1430
  26,  1480,  1490,  1500,  1480,  1450,  1480,  1410,  1480
  27,  1490,  1370,  1500,  1480,  1480,  1450,  1510,  1470
  28,  1480,  1480,  1420,  1480,  1480,  1370,  1520,  1400
  29,  1380,  1380,  1440,  1150,  1240,  1450,  1230,  1110
  30,  1210,  1480,  1440,  1390,  1360,  1370,  1420,  1480
  31,  1490,  1370,  1430,  1490,  1090,  1470,  1510,  1410
  32,  1360,  1480,  1340,  1480,  1360,  1450,  1500,  1450
  33,  1490,  1380,  1080,  1160,  1500,  1380,  1120,  1420
  34,  1360,  1480,  1500,  1390,  1260,  1450,  1410,  1480
  35,  1380,  1070,  1430,  1390,  1390,  1450,  1410,  1470
  36,  1480,  1480,  1340,  1480,  1370,  1470,  1510,  1400
  37,  1210,  1370,  1280,  1390,  1480,  1380,  1410,  1480
  38,  1420,  1260,  1490,  1370,  1480,  1440,  1500,  1410
  39,  1490,  1470,  1490,  1500,  1480,  1470,  1510,  1420
  40,  1470,  1480,  1340,  1360,  1360,  1400,  1420,  1450
  41,  1380,  1380,  1480,  1490,  1060,  1380,  1510,  1480
  42,  1480,  1480,  1480,  1450,  1480,  1360,  1510,  1390
  43,  1500,  1480,  1490,  1490,  1390,  1200,  1330,  1480
  44,  1490,  1490,  1350,  1490,  1450,  1450,  1510,  1410
  45,  1470,  1370,  1490,  1480,  1210,  1460,  1510,  1420
  46,  1420,  1280,  1480,  1170,  1480,  1470,  1510,  1480
  47,  1490,  1490,  1510,  1500,  1460,  1460,  1510,  1480
  48,  1340,  1380,  1500,  1390,  1370,  1380,  1400,  1390
  49,  1490,  1470,  1490,  1450,  1480,  1460,  1500,  1230
  50,  1360,  1390,  1470,  1490,  1360,  1380,  1510,  1460
  51,  1490,  1480,  1370,  1480,  1480,  1470,  1400,  1470
  52,  1460,  1490,  1510,  1490,  1500,  1460,  1510,  1460
