vcore,   10,   11,   12,   13,   14,   15,   16,   17,   18,   19,   20,   21,   22,   23,   24,   25,   26,   27,   28,   29,
 1800,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   34,  571,  978, 1043, 1043, 1043, 1043, 1043,
 1790,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   68,  631,  988, 1043, 1043, 1043, 1043, 1043,
 1780,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  115,  710, 1008, 1043, 1043, 1043, 1043, 1043,
 1770,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  200,  785, 1027, 1043, 1043, 1043, 1043, 1043,
 1760,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  306,  865, 1038, 1043, 1043, 1043, 1043, 1043,
 1750,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  385,  933, 1043, 1043, 1043, 1043, 1043, 1043,
 1740,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  420,  962, 1043, 1043, 1043, 1043, 1043, 1043,
 1730,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  476,  970, 1043, 1043, 1043, 1043, 1043, 1043,
 1720,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    2,  549,  978, 1043, 1043, 1043, 1043, 1043, 1043,
 1710,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   29,  621,  992, 1043, 1043, 1043, 1043, 1043, 1043,
 1700,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   64,  713, 1011, 1043, 1043, 1043, 1043, 1043, 1043,
 1690,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  120,  827, 1030, 1043, 1043, 1043, 1043, 1043, 1043,
 1680,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  227,  902, 1042, 1043, 1043, 1043, 1043, 1043, 1043,
 1670,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  366,  959, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1660,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  414,  974, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1650,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  488,  983, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1640,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  602,  998, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1630,    0,    0,    0,    0,    0,    0,    0,    0,    1,    1,   21,  720, 1017, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1620,    0,    0,    0,    0,    0,    0,    0,    1,    1,    1,   65,  836, 1037, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
