vcore,   10,   11,   12,   13,   14,   15,   16,   17,   18,   19,   20,   21,   22,   23,   24,   25,   26,   27,   28,   29,
 1800,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  212,  882, 1043, 1043, 1043, 1043, 1043, 1043,
 1790,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    1,  268,  907, 1043, 1043, 1043, 1043, 1043, 1043,
 1780,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   16,  315,  933, 1043, 1043, 1043, 1043, 1043, 1043,
 1770,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   34,  347,  961, 1043, 1043, 1043, 1043, 1043, 1043,
 1760,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   50,  391,  980, 1043, 1043, 1043, 1043, 1043, 1043,
 1750,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   63,  457, 1004, 1043, 1043, 1043, 1043, 1043, 1043,
 1740,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   64,  514, 1026, 1043, 1043, 1043, 1043, 1043, 1043,
 1730,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   67,  579, 1037, 1043, 1043, 1043, 1043, 1043, 1043,
 1720,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   77,  668, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1710,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  102,  749, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1700,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  131,  807, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1690,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  193,  859, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1680,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  258,  899, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1670,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   14,  327,  929, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1660,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   35,  386,  957, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1650,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   54,  440,  982, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1640,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   65,  493, 1006, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1630,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   69,  552, 1029, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
