addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1410,     0,  1410,     0,  1400,  1430,  1390
   1,  1400,  1350,     0,  1370,     0,  1360,  1380,  1360
   2,  1170,  1180,     0,  1420,     0,  1200,  1420,  1410
   3,  1350,  1410,  1420,  1360,  1420,  1400,  1380,  1410
   4,  1410,  1410,  1340,  1420,  1360,  1410,  1430,  1160
   5,  1360,  1360,     0,  1360,  1420,  1360,  1390,  1360
   6,  1190,  1200,     0,  1410,  1350,  1400,  1420,  1400
   7,  1400,  1410,  1420,  1420,  1420,  1400,  1430,  1340
   8,  1190,  1420,  1340,  1420,  1410,  1400,  1070,  1160
   9,  1170,  1350,     0,  1160,  1350,  1340,  1370,  1410
  10,  1360,  1420,  1420,  1360,  1420,  1400,  1430,  1130
  11,  1360,  1420,  1350,  1420,  1410,  1350,  1380,  1360
  12,  1350,  1420,  1350,  1420,  1350,  1400,  1200,  1160
  13,  1190,  1360,  1420,  1350,  1420,  1350,  1430,  1410
  14,  1410,  1200,  1140,  1420,  1420,  1350,  1380,  1410
  15,  1380,  1420,  1370,  1370,  1350,  1410,  1210,  1410
  16,  1400,  1420,  1420,  1360,  1430,  1350,  1430,  1360
  17,  1370,  1350,  1360,  1420,  1360,  1400,  1390,  1350
  18,  1400,  1420,  1410,  1420,  1130,  1400,  1430,  1420
  19,  1360,  1360,  1370,  1420,  1360,  1400,  1380,  1410
  20,  1360,  1420,  1420,  1360,  1420,  1350,  1430,  1360
  21,  1190,  1350,  1370,  1150,  1420,  1400,  1440,  1410
  22,  1410,  1420,  1420,  1420,  1360,  1410,  1380,  1410
  23,  1410,  1360,  1410,  1420,  1420,  1400,  1380,  1170
  24,  1410,  1420,  1350,  1360,  1350,  1340,  1430,  1140
  25,  1410,  1420,  1420,  1420,  1410,  1340,  1430,  1350
  26,  1410,  1420,  1410,  1420,  1410,  1400,  1380,  1410
  27,  1410,  1360,  1420,  1420,  1420,  1400,  1430,  1410
  28,  1400,  1420,  1150,  1420,  1420,  1350,  1430,  1350
  29,  1350,  1350,  1090,  1180,  1200,  1400,  1070,  1170
  30,  1190,  1420,  1090,  1360,  1330,  1340,  1370,  1410
  31,  1410,  1360,  1360,  1420,  1150,  1400,  1430,  1350
  32,  1350,  1420,  1340,  1420,  1350,  1400,  1430,  1410
  33,  1400,  1350,  1090,  1080,  1420,  1360,  1060,  1360
  34,  1360,  1420,  1420,  1370,  1170,  1400,  1380,  1410
  35,  1370,  1180,  1360,  1370,  1360,  1400,  1370,  1410
  36,  1400,  1410,  1350,  1420,  1350,  1410,  1430,  1370
  37,  1210,  1360,  1090,  1360,  1420,  1350,  1380,  1410
  38,  1360,  1200,  1420,  1360,  1410,  1400,  1430,  1360
  39,  1410,  1410,  1420,  1430,  1420,  1400,  1430,  1360
  40,  1400,  1420,  1350,  1360,  1350,  1180,  1380,  1410
  41,  1360,  1360,  1410,  1420,  1150,  1350,  1430,  1410
  42,  1410,  1420,  1420,  1420,  1420,  1350,  1370,  1360
  43,  1400,  1410,  1420,  1420,  1350,  1190,  1210,  1410
  44,  1410,  1420,  1340,  1420,  1400,  1400,  1430,  1350
  45,  1350,  1350,  1420,  1420,  1180,  1400,  1430,  1350
  46,  1190,  1190,  1430,  1200,  1420,  1400,  1440,  1420
  47,  1420,  1430,  1420,  1430,  1410,  1400,  1440,  1420
  48,  1190,  1370,  1410,  1360,  1350,  1340,  1370,  1350
  49,  1400,  1410,  1420,  1360,  1420,  1400,  1430,  1170
  50,  1360,  1370,  1420,  1420,  1370,  1350,  1430,  1410
  51,  1410,  1420,  1360,  1420,  1420,  1400,  1390,  1410
  52,  1400,  1420,  1420,  1420,  1420,  1410,  1430,  1410
  53,  1410,  1350,  1420,  1420,  1410,  1400,  1430,  1360
  54,  1350,  1410,  1410,  1350,  1420,  1350,  1380,  1410
