addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1450,     0,  1460,     0,  1440,  1470,  1450
   1,  1470,  1410,     0,  1400,     0,  1420,  1410,  1430
   2,  1370,  1250,     0,  1470,     0,  1380,  1480,  1460
   3,  1380,  1460,  1470,  1410,  1470,  1450,  1420,  1460
   4,  1460,  1450,  1400,  1470,  1400,  1460,  1480,   960
   5,  1400,  1410,     0,  1410,  1470,  1420,  1410,  1430
   6,   970,  1250,     0,  1470,  1390,  1460,  1480,  1460
   7,  1470,  1460,  1480,  1480,  1470,  1460,  1490,  1430
   8,  1330,  1460,  1400,  1470,  1460,  1450,  1090,  1330
   9,  1310,  1400,     0,  1280,  1410,  1410,  1430,  1460
  10,  1380,  1460,  1470,  1400,  1460,  1450,  1480,  1290
  11,  1380,  1450,  1380,  1470,  1470,  1420,  1420,  1420
  12,  1380,  1460,  1400,  1470,  1400,  1450,  1290,  1320
  13,  1090,  1400,  1480,  1410,  1470,  1420,  1490,  1460
  14,  1470,  1240,  1260,  1470,  1470,  1410,  1420,  1460
  15,  1390,  1460,  1450,  1400,  1430,  1460,  1300,  1460
  16,  1460,  1470,  1480,  1400,  1470,  1410,  1500,  1420
  17,  1390,  1410,  1390,  1470,  1410,  1450,  1430,  1430
  18,  1460,  1460,  1470,  1470,  1250,  1460,  1490,  1470
  19,  1390,  1400,  1380,  1470,  1410,  1460,  1430,  1460
  20,  1380,  1460,  1470,  1400,  1470,  1410,  1490,  1430
  21,   970,  1400,  1380,  1250,  1470,  1450,  1490,  1470
  22,  1470,  1460,  1470,  1470,  1390,  1450,  1430,  1460
  23,  1470,  1400,  1470,  1460,  1460,  1440,  1410,  1350
  24,  1470,  1460,  1400,  1390,  1400,  1410,  1490,  1330
  25,  1470,  1460,  1470,  1470,  1470,  1410,  1490,  1430
  26,  1470,  1460,  1470,  1470,  1450,  1450,  1420,  1460
  27,  1470,  1410,  1480,  1470,  1470,  1450,  1480,  1460
  28,  1460,  1460,  1250,  1470,  1460,  1420,  1490,  1420
  29,  1390,  1400,  1210,  1260,  1280,  1450,  1100,  1300
  30,   970,  1460,  1210,  1390,  1390,  1400,  1420,  1470
  31,  1470,  1400,  1380,  1470,  1230,  1450,  1490,  1420
  32,  1380,  1470,  1400,  1480,  1400,  1450,  1490,  1460
  33,  1470,  1410,  1240,  1270,  1480,  1420,  1100,  1440
  34,  1380,  1460,  1470,  1400,  1330,  1450,  1420,  1460
  35,  1400,  1270,  1390,  1400,  1410,  1450,  1420,  1460
  36,  1470,  1460,  1390,  1470,  1390,  1460,  1490,  1420
  37,  1310,  1400,  1240,  1400,  1470,  1420,  1420,  1460
  38,  1380,  1230,  1480,  1390,  1470,  1450,  1490,  1430
  39,  1470,  1460,  1470,  1480,  1470,  1450,  1490,  1430
  40,  1460,  1460,  1400,  1380,  1390,   960,  1430,  1460
  41,  1400,  1410,  1470,  1470,     0,  1420,  1490,  1460
  42,  1460,  1460,  1470,  1460,  1460,  1410,  1410,  1420
  43,  1460,  1460,  1470,  1470,  1400,  1360,  1300,  1460
  44,  1470,  1470,  1390,  1470,  1450,  1440,  1490,  1430
  45,  1400,  1420,  1470,  1470,  1270,  1450,  1490,  1430
  46,  1300,  1280,  1480,  1320,  1470,  1450,  1490,  1460
  47,  1480,  1470,  1480,  1480,  1460,  1450,  1490,  1470
  48,  1350,  1410,  1470,  1390,  1400,  1420,  1420,  1420
  49,  1470,  1460,  1470,  1400,  1470,  1450,  1490,  1310
  50,  1390,  1410,  1470,  1470,  1400,  1410,  1490,  1460
  51,  1470,  1460,  1390,  1470,  1470,  1450,  1420,  1460
  52,  1470,  1470,  1480,  1480,  1470,  1450,  1490,  1470
  53,  1480,  1410,  1480,  1470,  1470,  1460,  1490,  1420
  54,  1380,  1460,  1470,  1400,  1470,  1410,  1430,  1470
  55,  1470,  1460,  1480,  1480,  1480,  1430,  1490,  1470
  56,  1470,  1410,  1480,  1470,  1390,  1410,  1490,  1470
  57,  1470,  1460,  1400,  1400,  1470,  1440,  1490,  1460
  58,  1470,  1460,  1390,  1400,  1470,  1450,  1420,  1420
  59,  1400,  1400,  1470,  1470,  1400,  1420,  1490,  1420
  60,  1390,  1470,  1470,  1400,  1470,  1420,  1420,  1460
  61,  1470,  1280,  1270,  1470,  1410,  1450,  1490,  1440
  62,   970,  1230,  1390,  1330,  1260,  1450,  1250,  1350
  63,   970,  1410,  1480,  1220,  1470,  1410,  1490,  1420
  64,   970,  1460,  1400,  1400,  1470,  1450,  1420,  1460
  65,  1470,  1410,  1480,  1480,  1410,  1420,  1490,  1470
  66,  1370,  1250,  1250,  1350,  1470,  1440,  1420,  1330
  67,  1470,  1460,  1390,  1480,  1400,  1410,  1420,  1420
  68,  1380,  1460,  1400,  1460,  1450,  1450,  1480,  1450
  69,  1470,  1410,  1470,  1460,  1450,  1440,  1480,  1300
  70,  1380,  1460,  1470,  1410,  1390,  1450,  1490,  1450
  71,  1470,  1410,  1390,  1470,  1230,   960,  1410,  1460
  72,  1380,  1460,  1400,  1470,  1460,  1410,  1490,  1420
  73,  1470,  1460,  1470,  1470,  1470,  1420,  1490,  1310
  74,  1470,  1410,  1480,  1390,  1470,  1450,  1490,  1460
  75,  1390,  1460,  1380,  1470,  1270,  1340,  1490,  1470
  76,  1460,  1460,  1390,  1460,  1450,  1440,  1280,  1460
  77,  1400,  1410,  1480,  1470,  1460,  1440,  1490,  1460
  78,  1310,  1460,  1470,  1470,  1460,  1460,  1420,  1470
  79,  1390,  1460,  1450,  1480,  1420,  1450,  1490,  1420
  80,  1460,  1460,  1470,  1390,  1470,  1440,  1480,  1460
  81,  1460,  1460,  1470,  1480,  1410,  1450,  1480,  1460
  82,  1470,  1460,  1250,  1400,  1470,  1450,  1290,  1460
  83,  1470,  1400,  1470,  1470,  1460,  1420,  1480,  1460
