addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1460,     0,  1460,     0,  1440,  1480,  1450
   1,  1460,  1410,     0,  1390,     0,  1390,  1420,  1390
   2,  1220,  1250,     0,  1470,     0,  1210,  1490,  1470
   3,  1410,  1470,  1480,  1400,  1490,  1470,  1430,  1470
   4,  1460,  1470,  1420,  1480,  1380,  1480,  1490,  1320
   5,  1410,  1420,     0,  1400,  1480,  1400,  1420,  1380
   6,  1300,  1250,     0,  1480,  1380,  1470,  1490,  1470
   7,  1470,  1480,  1470,  1480,  1490,  1470,  1500,  1390
   8,  1170,  1470,  1400,  1470,  1480,  1460,   970,  1190
   9,  1150,  1400,     0,  1220,  1370,  1380,  1420,  1470
  10,  1420,  1480,  1480,  1400,  1480,  1470,  1490,  1280
  11,  1420,  1470,  1410,  1470,  1480,  1400,  1420,  1380
  12,  1430,  1480,  1400,  1480,  1380,  1470,  1280,  1180
  13,  1340,  1410,  1480,  1390,  1490,  1390,  1500,  1480
  14,  1460,  1240,  1220,  1480,  1490,  1410,  1430,  1480
  15,  1420,  1490,  1410,  1400,  1380,  1480,  1280,  1480
  16,  1460,  1480,  1470,  1410,  1490,  1400,  1500,  1390
  17,  1400,  1400,  1410,  1460,  1380,  1460,  1430,  1380
  18,  1450,  1460,  1470,  1470,  1340,  1470,  1490,  1470
  19,  1400,  1400,  1400,  1470,  1380,  1470,  1430,  1470
  20,  1420,  1480,  1480,  1400,  1490,  1410,  1500,  1390
  21,  1330,  1410,  1420,  1160,  1490,  1470,  1500,  1470
  22,  1460,  1480,  1470,  1470,  1390,  1470,  1420,  1480
  23,  1460,  1400,  1470,  1480,  1480,  1460,  1430,  1320
  24,  1460,  1470,  1390,  1390,  1390,  1400,  1490,  1300
  25,  1460,  1470,  1470,  1470,  1480,  1400,  1490,  1390
  26,  1460,  1480,  1470,  1480,  1470,  1470,  1410,  1470
  27,  1460,  1400,  1480,  1470,  1480,  1470,  1500,  1470
  28,  1460,  1470,  1240,  1480,  1490,  1410,  1500,  1390
  29,  1420,  1400,  1170,  1220,  1320,  1470,   970,  1170
  30,  1320,  1480,  1170,  1400,  1390,  1400,  1420,  1480
  31,  1460,  1410,  1410,  1480,  1310,  1470,  1490,  1380
  32,  1420,  1470,  1400,  1470,  1390,  1470,  1490,  1470
  33,  1460,  1400,  1230,  1230,  1480,  1400,   970,  1390
  34,  1420,  1470,  1470,  1400,  1330,  1470,  1420,  1470
  35,  1410,  1200,  1410,  1400,  1380,  1460,  1430,  1470
  36,  1460,  1470,  1410,  1470,  1380,  1470,  1490,  1380
  37,  1150,  1400,  1230,  1400,  1480,  1390,  1430,  1470
  38,  1420,  1250,  1470,  1410,  1480,  1470,  1490,  1380
  39,  1460,  1470,  1470,  1470,  1480,  1470,  1490,  1390
  40,  1450,  1460,  1400,  1390,  1380,  1250,  1430,  1470
  41,  1400,  1400,  1470,  1470,     0,  1400,  1490,  1470
  42,  1460,  1470,  1470,  1470,  1480,  1400,  1420,  1400
  43,  1460,  1470,  1470,  1470,  1380,  1280,  1280,  1470
  44,  1460,  1480,  1410,  1470,  1480,  1470,  1500,  1390
  45,  1420,  1400,  1470,  1480,  1330,  1470,  1490,  1460
  46,  1310,  1240,  1470,  1210,  1480,  1460,  1490,  1470
  47,  1460,  1480,  1470,  1480,  1470,  1460,  1490,  1470
  48,  1310,  1400,  1470,  1400,  1380,  1410,  1420,  1390
  49,  1460,  1480,  1470,  1400,  1490,  1470,  1490,  1300
  50,  1420,  1400,  1470,  1470,  1390,  1410,  1490,  1470
  51,  1460,  1470,  1400,  1470,  1480,  1470,  1420,  1470
  52,  1460,  1470,  1470,  1470,  1480,  1470,  1490,  1470
  53,  1460,  1400,  1470,  1470,  1470,  1460,  1490,  1390
  54,  1410,  1470,  1460,  1400,  1480,  1390,  1420,  1470
  55,  1460,  1470,  1470,  1470,  1480,  1460,  1500,  1470
  56,  1460,  1400,  1470,  1470,  1380,  1390,  1490,  1470
  57,  1460,  1470,  1410,  1400,  1480,  1460,  1490,  1470
  58,  1450,  1470,  1400,  1410,  1480,  1460,  1420,  1390
  59,  1410,  1410,  1460,  1460,  1380,  1390,  1490,  1380
  60,  1430,  1470,  1480,  1410,  1490,  1420,  1420,  1480
  61,  1460,  1090,  1230,  1480,  1380,  1470,  1500,  1390
  62,  1420,  1090,  1410,  1200,  1320,  1460,  1260,  1300
  63,  1320,  1410,  1470,  1160,  1490,  1410,  1500,  1390
  64,  1290,  1470,  1400,  1400,  1480,  1470,  1430,  1470
  65,  1470,  1410,  1470,  1480,  1380,  1400,  1500,  1470
  66,  1290,  1250,  1220,  1190,  1480,  1460,  1410,  1300
  67,  1460,  1470,  1420,  1460,  1390,  1390,  1430,  1380
  68,  1430,  1480,  1410,  1470,  1470,  1460,  1500,  1470
  69,  1460,  1410,  1470,  1470,  1470,  1470,  1500,  1310
  70,  1440,  1470,  1470,  1400,  1380,  1470,  1490,  1470
  71,  1460,  1400,  1400,  1470,   960,  1270,  1420,  1470
  72,  1290,  1470,  1400,  1470,  1480,  1400,  1490,  1390
  73,  1460,  1470,  1470,  1470,  1480,  1390,  1500,  1170
  74,  1460,  1410,  1470,  1410,  1480,  1470,  1490,  1470
  75,  1420,  1480,  1410,  1470,  1320,  1270,  1490,  1460
  76,  1460,  1480,  1400,  1470,  1470,  1470,  1280,  1480
  77,  1420,  1410,  1470,  1470,  1490,  1460,  1500,  1470
  78,  1320,  1470,  1470,  1470,  1480,  1460,  1420,  1470
  79,  1410,  1480,  1410,  1470,  1380,  1460,  1490,  1380
  80,  1460,  1470,  1470,  1410,  1490,  1470,  1490,  1470
  81,  1460,  1480,  1470,  1470,  1380,  1460,  1490,  1470
  82,  1460,  1470,  1250,  1400,  1480,  1470,  1290,  1470
  83,  1460,  1410,  1470,  1480,  1480,  1400,  1490,  1460
  84,  1460,  1250,  1470,  1410,  1480,  1470,  1420,  1470
  85,  1410,  1480,  1410,  1390,  1380,  1390,  1500,  1310
  86,  1460,  1470,  1470,  1470,   960,  1470,  1420,  1390
  87,  1460,  1470,  1400,  1470,  1480,  1470,  1270,  1470
  88,  1460,  1480,  1470,  1410,  1490,  1480,  1490,  1480
  89,  1410,  1400,  1470,  1480,  1490,  1470,  1490,  1480
  90,  1460,  1470,  1410,  1410,  1390,  1470,  1490,  1470
  91,  1410,  1480,  1470,  1470,  1480,  1470,  1490,  1470
  92,  1470,  1400,  1470,  1190,  1490,  1480,  1420,  1400
  93,  1420,  1480,  1420,  1470,  1490,  1390,  1500,  1480
  94,  1320,  1480,  1420,  1190,  1390,  1470,  1500,  1480
  95,  1470,  1420,  1480,  1480,  1490,  1480,  1420,  1480
  96,  1450,  1470,  1470,  1470,  1480,  1410,  1490,  1480
  97,  1460,  1470,  1470,  1400,  1380,  1460,  1500,  1350
  98,  1420,  1410,  1470,  1480,  1480,  1470,  1490,  1470
  99,  1460,  1480,  1470,  1470,  1480,  1390,  1430,  1470
 100,  1460,  1470,  1470,  1480,  1390,  1470,  1490,  1470
 101,  1410,  1410,  1470,  1470,  1480,  1470,  1490,  1470
 102,  1460,  1470,  1470,  1470,  1480,  1410,  1500,  1480
 103,  1420,  1480,  1470,  1400,  1480,  1470,  1490,  1310
 104,  1460,  1470,  1470,  1470,  1380,  1470,  1490,  1470
 105,  1410,  1400,  1470,  1470,  1490,  1470,  1490,  1470
 106,  1460,  1470,  1470,  1470,  1390,  1390,  1290,  1480
 107,  1410,  1480,  1470,  1390,  1370,  1470,  1490,  1470
 108,  1420,  1390,  1470,  1470,  1480,  1470,  1490,  1470
 109,  1460,  1470,  1400,  1470,  1480,  1400,  1490,  1470
 110,  1420,  1470,  1400,  1470,  1480,  1470,  1490,  1470
 111,  1460,  1410,  1470,  1470,  1490,  1460,  1500,  1390
 112,  1450,  1470,  1470,  1470,  1480,  1410,  1490,  1470
 113,  1460,  1470,  1470,  1400,  1480,  1460,  1490,  1470
 114,  1460,  1400,  1470,  1480,  1490,  1470,  1500,  1470
 115,  1460,  1470,  1470,  1460,  1480,  1460,  1490,  1380
 116,  1300,  1470,  1410,  1410,  1470,  1470,  1490,  1470
 117,  1460,  1410,  1470,  1470,  1480,  1480,  1500,  1470
 118,  1460,  1470,  1470,  1470,  1480,  1470,  1490,  1470
 119,  1460,  1470,  1460,  1460,  1480,  1380,  1270,  1470
 120,  1460,  1400,  1400,  1400,  1390,  1410,  1430,  1390
 121,  1400,  1230,  1470,  1470,  1470,  1460,  1280,  1470
 122,  1460,  1470,  1400,  1400,  1390,  1410,  1490,  1480
 123,  1460,  1470,  1470,  1470,  1490,  1470,  1490,  1470
 124,  1430,  1390,  1410,  1400,  1380,  1400,  1490,  1470
 125,  1460,  1230,  1470,  1470,  1480,  1470,  1420,  1380
 126,  1420,  1200,  1230,  1410,  1490,  1410,  1500,  1390
 127,  1330,  1490,  1410,  1480,  1380,  1480,  1430,  1170
 128,  1280,  1390,  1460,  1470,  1480,  1470,  1420,  1470
 129,  1460,  1470,  1410,  1390,  1380,  1390,  1490,  1390
