addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1440,     0,  1410,     0,  1390,  1470,  1410
   1,  1450,  1360,     0,  1310,     0,  1330,  1370,  1320
   2,  1020,  1000,     0,  1440,     0,   990,  1490,  1470
   3,  1350,  1470,  1480,  1310,  1460,  1440,  1380,  1470
   4,  1450,  1470,  1340,  1420,  1290,  1440,  1490,  1080
   5,  1350,  1370,     0,  1310,  1450,  1340,  1370,  1320
   6,  1010,  1010,     0,  1440,  1380,  1420,  1500,  1470
   7,  1450,  1470,  1440,  1430,  1450,  1410,  1500,  1320
   8,  1000,  1460,  1340,  1420,  1440,  1400,  1050,  1010
   9,  1000,  1360,     0,  1370,  1290,  1330,  1370,  1460
  10,  1370,  1470,  1450,  1330,  1420,  1430,  1490,  1050
  11,  1350,  1470,  1350,  1410,  1440,  1330,  1370,  1310
  12,  1380,  1460,  1330,  1460,  1290,  1420,  1010,  1000
  13,  1110,  1370,  1440,  1380,  1470,  1330,  1500,  1470
  14,  1450,  1000,  1010,  1420,  1460,  1380,  1380,  1460
  15,  1350,  1490,  1340,  1370,  1290,  1430,  1000,  1460
  16,  1450,  1480,  1470,  1330,  1450,  1350,  1500,  1410
  17,  1340,  1360,  1350,  1410,  1380,  1430,  1380,  1310
  18,  1440,  1460,  1430,  1410,  1390,  1440,  1490,  1470
  19,  1350,  1360,  1340,  1420,  1290,  1410,  1390,  1460
  20,  1370,  1480,  1450,  1320,  1450,  1380,  1500,  1410
  21,  1100,  1370,  1340,  1370,  1450,  1430,  1500,  1470
  22,  1440,  1480,  1450,  1410,  1290,  1420,  1370,  1460
  23,  1460,  1370,  1440,  1450,  1440,  1420,  1390,  1400
  24,  1450,  1460,  1330,  1330,  1370,  1360,  1490,  1410
  25,  1440,  1470,  1460,  1430,  1440,  1330,  1500,  1400
  26,  1430,  1480,  1430,  1420,  1440,  1420,  1370,  1470
  27,  1450,  1360,  1460,  1420,  1430,  1410,  1500,  1450
  28,  1450,  1470,  1020,  1430,  1440,  1370,  1500,  1330
  29,  1350,  1360,  1000,  1370,  1380,  1420,  1050,  1010
  30,  1090,  1480,  1000,  1320,  1370,  1370,  1370,  1480
  31,  1450,  1370,  1350,  1440,  1360,  1420,  1490,  1310
  32,  1370,  1470,  1340,  1430,  1290,  1430,  1490,  1450
  33,  1440,  1360,     0,  1010,  1450,  1340,  1040,  1430
