addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1420,     0,  1420,     0,  1410,  1470,  1430
   1,  1470,  1360,     0,  1370,     0,  1370,  1370,  1390
   2,  1150,  1000,     0,  1440,     0,  1150,  1490,  1450
   3,  1340,  1460,  1460,  1380,  1470,  1420,  1380,  1460
   4,  1450,  1430,  1330,  1440,  1360,  1420,  1490,  1040
   5,  1360,  1360,   830,  1380,  1460,  1370,  1370,  1380
   6,   920,   990,   830,  1430,  1350,  1420,  1490,  1460
   7,  1460,  1440,  1470,  1440,  1430,  1410,  1490,  1390
   8,  1090,  1460,  1330,  1440,  1430,  1410,  1070,  1110
   9,  1000,  1360,   830,  1050,  1370,  1350,  1380,  1460
  10,  1340,  1460,  1470,  1370,  1430,  1410,  1490,  1040
  11,  1350,  1430,  1400,  1460,  1450,  1360,  1380,  1380
  12,  1340,  1460,  1330,  1440,  1360,  1420,  1010,  1090
  13,  1000,  1360,  1480,  1380,  1450,  1360,  1490,  1460
  14,  1460,   990,  1060,  1430,  1440,  1360,  1380,  1460
  15,  1360,  1440,  1400,  1370,  1380,  1410,  1000,  1450
  16,  1460,  1460,  1480,  1370,  1420,  1350,  1500,  1380
  17,  1350,  1360,  1390,  1420,  1370,  1420,  1380,  1390
  18,  1450,  1460,  1460,  1430,  1010,  1440,  1500,  1470
  19,  1350,  1360,  1400,  1440,  1380,  1420,  1390,  1440
  20,  1350,  1450,  1450,  1370,  1440,  1350,  1490,  1380
  21,  1000,  1360,  1400,  1000,  1460,  1410,  1490,  1460
  22,  1470,  1460,  1460,  1430,  1350,  1410,  1390,  1440
  23,  1460,  1360,  1450,  1440,  1410,  1400,  1370,  1150
  24,  1470,  1450,  1400,  1360,  1360,  1350,  1490,  1120
  25,  1470,  1460,  1450,  1440,  1470,  1350,  1490,  1390
  26,  1460,  1460,  1470,  1430,  1420,  1420,  1380,  1450
  27,  1470,  1360,  1470,  1430,  1440,  1400,  1490,  1430
  28,  1450,  1450,  1060,  1430,  1430,  1360,  1500,  1370
  29,  1350,  1360,  1400,  1030,  1030,  1400,  1060,  1010
  30,   920,  1450,  1400,  1360,  1340,  1340,  1380,  1460
  31,  1470,  1360,  1390,  1450,  1000,  1410,  1490,  1380
  32,  1340,  1470,  1330,  1450,  1360,  1410,  1500,  1430
  33,  1470,  1360,   830,  1040,  1460,  1360,  1070,  1390
  34,  1340,  1450,  1470,  1380,  1110,  1410,  1380,  1460
  35,  1360,  1020,  1400,  1370,  1370,  1410,  1380,  1450
  36,  1460,  1460,  1330,  1450,  1350,  1410,  1490,  1370
  37,  1090,  1360,   830,  1370,  1430,  1370,  1380,  1460
  38,  1340,   990,  1480,  1360,  1430,  1410,  1490,  1390
  39,  1470,  1440,  1470,  1460,  1430,  1410,  1490,  1390
  40,  1460,  1450,  1330,  1350,  1350,   920,  1390,  1440
  41,  1360,  1360,  1460,  1440,   830,  1360,  1490,  1460
  42,  1460,  1460,  1470,  1430,  1440,  1350,  1370,  1370
  43,  1450,  1450,  1450,  1450,  1360,  1130,  1000,  1460
  44,  1460,  1460,  1330,  1450,  1430,  1400,  1490,  1380
  45,  1360,  1370,  1470,  1440,  1020,  1410,  1500,  1390
  46,  1000,  1000,  1470,  1080,  1430,  1430,  1490,  1460
  47,  1470,  1450,  1490,  1460,  1420,  1420,  1500,  1450
  48,  1120,  1370,  1470,  1360,  1360,  1360,  1380,  1380
  49,  1470,  1440,  1450,  1380,  1430,  1400,  1490,  1010
  50,  1350,  1370,  1470,  1430,  1360,  1360,  1490,  1440
  51,  1470,  1450,  1310,  1430,  1430,  1410,  1370,  1430
  52,  1460,  1470,  1480,  1450,  1460,  1410,  1500,  1450
  53,  1480,  1360,  1470,  1430,  1430,  1410,  1500,  1380
  54,  1340,  1450,  1470,  1380,  1430,  1350,  1380,  1470
  55,  1470,  1440,  1460,  1450,  1470,  1390,  1500,  1440
  56,  1470,  1370,  1480,  1440,  1350,  1360,  1490,  1470
  57,  1460,  1450,  1400,  1360,  1410,  1390,  1490,  1450
  58,  1460,  1460,  1330,  1370,  1450,  1420,  1370,  1380
  59,  1360,  1360,  1470,  1430,  1370,  1360,  1490,  1380
  60,  1350,  1470,  1480,  1370,  1450,  1360,  1380,  1460
  61,  1470,  1050,  1400,  1440,  1370,  1410,  1490,  1400
  62,  1350,  1000,  1330,  1090,  1010,  1420,  1060,  1140
  63,   920,  1360,  1470,  1010,  1450,  1360,  1500,  1380
  64,   920,  1460,  1330,  1380,  1450,  1420,  1370,  1450
  65,  1470,  1370,  1470,  1460,  1370,  1360,  1500,  1460
  66,  1150,  1000,  1050,  1130,  1430,  1400,  1380,  1120
  67,  1470,  1460,  1390,  1460,  1360,  1360,  1370,  1380
  68,  1350,  1450,  1330,  1420,  1410,  1410,  1490,  1440
  69,  1460,  1370,  1460,  1440,  1440,  1410,  1490,  1020
  70,  1340,  1460,  1470,  1380,  1360,  1410,  1490,  1440
  71,  1460,  1370,  1380,  1430,   830,   920,  1370,  1440
  72,  1160,  1450,  1390,  1440,  1420,  1360,  1490,  1380
  73,  1460,  1460,  1470,  1440,  1420,  1360,  1490,  1080
  74,  1470,  1370,  1470,  1360,  1420,  1400,  1500,  1460
  75,  1350,  1450,  1400,  1420,  1010,  1090,  1490,  1450
  76,  1460,  1450,  1330,  1450,  1420,  1400,  1070,  1460
  77,  1370,  1360,  1480,  1440,  1430,  1390,  1490,  1460
  78,  1000,  1460,  1450,  1420,  1430,  1450,  1380,  1460
  79,  1350,  1450,  1400,  1440,  1380,  1410,  1490,  1380
  80,  1460,  1460,  1460,  1360,  1450,  1420,  1490,  1460
  81,  1450,  1430,  1460,  1460,  1370,  1420,  1490,  1440
  82,  1460,  1450,  1410,  1370,  1450,  1420,  1060,  1440
  83,  1460,  1360,  1460,  1440,  1420,  1360,  1490,  1440
  84,  1470,  1000,  1480,  1370,  1420,  1410,  1380,  1450
  85,  1360,  1460,  1310,  1370,  1370,  1360,  1490,  1030
  86,  1450,  1450,  1480,  1430,   830,  1400,  1380,  1380
  87,  1470,  1440,  1390,  1420,  1430,  1410,  1000,  1460
  88,  1460,  1460,  1470,  1360,  1440,  1410,  1500,  1440
  89,  1350,  1360,  1460,  1420,  1450,  1410,  1490,  1440
  90,  1460,  1460,  1400,  1370,  1360,  1420,  1490,  1450
  91,  1350,  1450,  1460,  1430,  1420,  1420,  1490,  1450
  92,  1470,  1370,  1490,  1020,  1440,  1430,  1380,  1390
  93,  1360,  1460,  1410,  1430,  1430,  1360,  1490,  1470
  94,  1100,  1460,  1330,  1030,  1360,  1390,  1490,  1460
  95,  1460,  1360,  1470,  1440,  1440,  1410,  1380,  1440
  96,  1450,  1440,  1460,  1420,  1430,  1360,  1500,  1460
  97,  1460,  1450,  1480,  1370,  1360,  1430,  1500,  1050
  98,  1350,  1380,  1480,  1450,  1440,  1410,  1490,  1450
  99,  1470,  1450,  1460,  1430,  1430,  1360,  1380,  1450
 100,  1460,  1450,  1470,  1420,  1360,  1430,  1490,  1460
 101,  1340,  1360,  1460,  1450,  1420,  1400,  1490,  1440
 102,  1460,  1460,  1460,  1430,  1450,  1350,  1490,  1450
 103,  1350,  1450,  1480,  1360,  1430,  1400,  1490,  1040
 104,  1460,  1450,  1470,  1440,  1360,  1420,  1500,  1460
 105,  1350,  1360,  1470,  1430,  1430,  1420,  1500,  1450
 106,  1460,  1470,  1470,  1440,  1360,  1360,  1060,  1460
 107,  1360,  1440,  1430,  1370,  1360,  1410,  1490,  1460
 108,  1340,  1380,  1470,  1430,  1450,  1400,  1490,  1470
 109,  1470,  1450,  1400,  1440,  1430,  1370,  1490,  1460
 110,  1350,  1450,  1410,  1450,  1440,  1410,  1500,  1450
 111,  1470,  1360,  1460,  1440,  1450,  1430,  1490,  1390
 112,  1460,  1470,  1480,  1440,  1440,  1370,  1500,  1470
 113,  1470,  1460,  1470,  1380,  1450,  1420,  1490,  1470
 114,  1470,  1370,  1470,  1440,  1430,  1420,  1500,  1450
