addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1400,     0,  1360,     0,  1370,  1410,  1400
   1,  1390,  1340,     0,  1340,     0,  1330,  1370,  1340
   2,   970,   950,     0,  1400,     0,   960,  1400,  1410
   3,  1320,  1410,  1380,  1320,  1410,  1390,  1350,  1400
   4,  1390,  1410,  1340,  1410,  1320,  1400,  1410,   980
   5,  1340,  1320,   960,  1340,  1420,  1330,  1360,  1340
   6,   960,   950,   960,  1400,  1320,  1400,  1410,  1410
   7,  1390,  1410,  1390,  1410,  1420,  1410,  1430,  1350
   8,   960,  1420,  1340,  1400,  1410,  1380,  1010,   850
   9,   950,  1330,   960,   970,  1320,  1320,  1350,  1410
  10,  1340,  1420,  1400,  1360,  1430,  1400,  1410,  1020
  11,  1340,  1420,  1360,  1420,  1420,  1330,  1370,  1340
  12,  1340,  1420,  1350,  1410,  1340,  1380,  1130,   850
  13,   960,  1350,  1380,  1340,  1430,  1330,  1420,  1410
  14,  1400,   960,   960,  1410,  1420,  1340,  1360,  1410
  15,  1330,  1430,  1360,  1340,  1330,  1400,  1060,  1410
  16,  1390,  1420,  1390,  1370,  1430,  1330,  1420,  1340
  17,  1340,  1350,  1360,  1390,  1330,  1400,  1370,  1340
  18,  1380,  1410,  1390,  1400,  1280,  1390,  1420,  1410
  19,  1340,  1330,  1370,  1410,  1340,  1400,  1360,  1410
  20,  1340,  1410,  1380,  1340,  1420,  1320,  1420,  1350
  21,   900,  1340,  1360,   950,  1420,  1400,  1420,  1410
  22,  1390,  1410,  1390,  1390,  1340,  1390,  1360,  1400
  23,  1390,  1340,  1390,  1410,  1400,  1390,  1350,   980
  24,  1390,  1420,  1350,  1340,  1330,  1310,  1410,   950
  25,  1390,  1410,  1380,  1400,  1400,  1340,  1410,  1340
  26,  1390,  1420,  1370,  1420,  1400,  1380,  1360,  1410
  27,  1400,  1330,  1390,  1410,  1410,  1380,  1420,  1400
  28,  1390,  1410,   950,  1390,  1420,  1330,  1420,  1340
  29,  1340,  1340,   950,   970,  1240,  1390,  1010,   960
  30,   900,  1420,   950,  1340,  1300,  1320,  1370,  1410
  31,  1400,  1330,  1360,  1410,  1200,  1400,  1420,  1340
  32,  1320,  1420,  1340,  1390,  1330,  1380,  1410,  1400
  33,  1400,  1330,   960,   970,  1410,  1330,   980,  1340
  34,  1330,  1420,  1390,  1350,  1160,  1380,  1360,  1410
  35,  1340,  1050,  1370,  1340,  1320,  1380,  1350,  1410
