addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1260,     0,  1280,     0,  1270,  1280,  1800
   1,  1310,  1370,     0,  1420,     0,  1300,  1380,  1270
   2,  1310,  1360,     0,  1340,     0,  1270,  1550,  1380
   3,  1530,  1350,  1550,  1440,  1450,  1500,  1540,  1410
   4,  1300,  1050,  1330,  1370,     0,  1500,  1520,  1360
   5,  1500,  1410,  1280,  1450,  1380,  1370,  1460,  1270
   6,  1480,  1390,  1280,  1300,  1370,  1540,  1510,  1390
   7,  1300,  1350,  1500,  1310,  1420,  1510,  1520,  1370
   8,  1260,  1330,  1310,  1350,  1390,  1460,  1510,  1370
   9,  1240,  1460,  1310,  1310,  1400,  1320,  1470,  1400
  10,  1460,  1360,  1540,  1340,  1460,  1440,  1450,  1350
  11,  1480,  1350,  1470,  1380,  1460,  1320,  1340,  1350
  12,  1460,  1060,  1360,  1350,  1310,  1450,  1300,  1350
  13,  1450,  1360,  1490,  1290,  1420,  1450,  1550,  1410
  14,  1330,  1360,  1490,  1330,  1350,  1300,  1370,  1380
  15,  1500,  1350,  1480,  1330,  1290,  1540,  1370,  1370
  16,  1240,  1310,  1490,  1340,  1440,  1260,  1560,  1370
  17,  1450,  1340,  1490,  1300,  1370,  1500,  1540,  1260
  18,  1240,  1320,  1590,  1320,  1370,  1490,  1570,  1380
  19,  1460,  1360,  1500,  1300,  1330,  1510,  1470,  1460
  20,  1430,  1300,  1510,  1290,  1460,  1480,  1530,  1380
  21,  1430,  1400,  1480,  1270,  1390,  1570,  1500,  1440
  22,  1410,  1400,  1530,  1360,  1270,  1500,  1500,  1400
  23,  1540,  1380,  1480,  1280,  1400,  1520,  1370,  1390
  24,  1440,  1370,  1470,  1310,  1370,  1500,  1550,  1380
  25,  1490,  1430,  1500,  1330,  1400,  1490,  1640,  1360
  26,  1440,  1390,  1560,  1370,  1420,  1510,  1470,  1410
  27,  1520,  1400,  1500,  1340,  1420,  1480,  1530,  1370
  28,  1240,  1310,  1500,  1330,  1390,  1330,  1570,  1250
  29,  1540,  1400,  1500,  1280,  1390,  1510,  1470,  1240
  30,  1490,  1340,  1500,  1390,  1370,  1490,  1460,  1360
  31,  1470,  1350,  1460,  1280,  1370,  1560,  1530,  1240
  32,  1480,  1280,  1350,  1320,  1270,  1470,  1500,  1350
  33,  1310,  1450,  1350,  1320,  1380,  1260,  1480,  1350
  34,  1430,  1380,  1580,  1330,  1380,  1470,  1480,  1390
  35,  1550,  1350,  1470,  1390,  1380,  1510,  1460,  1380
  36,  1240,  1310,  1290,  1330,     0,  1520,  1530,  1230
  37,  1240,  1450,  1290,  1500,  1430,  1470,  1530,  1390
  38,  1510,  1340,  1510,  1300,  1390,  1490,  1550,  1370
  39,  1510,  1420,  1470,  1320,  1420,  1520,  1490,  1230
  40,  1240,  1350,  1320,  1300,  1320,  1520,  1360,  1410
  41,  1430,  1390,  1540,  1290,  1320,  1490,  1500,  1460
  42,  1470,  1390,  1530,  1350,  1460,  1300,  1370,  1380
  43,  1530,  1430,  1500,  1330,  1340,  1300,  1370,  1490
  44,  1240,  1060,  1280,  1330,  1350,  1500,  1600,  1390
  45,  1430,  1350,  1480,  1300,  1350,  1560,  1490,  1370
  46,  1430,  1350,  1510,  1280,  1400,  1460,  1470,  1430
  47,  1460,  1370,  1510,  1280,  1440,  1500,  1490,  1400
  48,  1420,  1390,  1590,  1300,  1340,  1450,  1470,  1400
  49,  1360,  1360,  1530,  1340,  1460,  1540,  1510,  1400
  50,  1410,  1370,  1520,  1290,     0,  1450,  1520,  1400
  51,  1410,  1410,  1370,  1310,  1400,  1540,  1500,  1390
  52,  1480,  1320,  1470,  1320,  1410,  1550,  1560,  1420
  53,  1410,  1410,  1470,  1340,  1420,  1520,  1510,  1400
  54,  1500,  1370,  1500,  1310,  1400,  1470,  1510,  1450
  55,  1470,  1320,  1510,  1350,  1390,  1500,  1500,  1400
  56,  1410,  1400,  1520,  1370,  1370,  1470,  1530,  1410
  57,  1420,  1430,  1500,  1340,  1380,  1500,  1500,  1370
  58,  1420,  1300,  1280,  1300,  1390,  1560,  1390,  1390
  59,  1430,  1350,  1460,  1330,  1390,  1530,  1460,  1220
  60,  1480,  1060,  1520,  1270,  1380,  1310,  1310,  1410
  61,  1360,  1060,  1440,  1290,  1400,  1550,  1460,  1390
  62,  1380,  1060,  1410,  1290,  1380,  1470,  1460,  1370
  63,  1380,  1400,  1450,  1290,  1470,  1470,  1500,  1220
  64,  1380,  1300,  1350,  1400,  1380,  1490,  1320,  1360
  65,  1380,  1420,  1470,  1320,  1370,  1470,  1470,  1430
  66,  1380,  1340,  1470,  1320,  1340,  1530,  1470,  1340
  67,  1400,  1380,  1470,  1380,  1370,  1280,  1340,  1220
  68,  1480,  1300,  1340,  1360,  1370,  1490,  1520,  1390
  69,  1290,  1400,  1450,  1340,  1390,  1540,  1510,  1390
  70,  1520,  1040,  1580,  1300,  1290,  1500,  1500,  1370
  71,  1510,  1430,  1490,  1300,  1290,  1500,  1380,  1400
  72,  1500,  1360,  1450,  1310,  1410,  1470,  1520,  1220
  73,  1470,  1370,  1510,  1330,  1390,  1470,  1560,  1220
  74,  1240,  1350,  1550,  1310,  1340,  1550,  1510,  1410
  75,  1530,  1330,  1490,  1350,  1340,  1550,  1510,  1470
  76,  1240,  1280,  1430,  1340,  1400,  1520,  1500,  1400
  77,  1560,  1370,  1490,  1340,  1350,  1540,  1550,  1380
  78,  1470,  1360,  1530,  1300,  1450,  1570,  1490,  1400
  79,  1500,  1380,  1480,  1320,  1340,  1480,  1500,  1380
  80,  1420,  1380,  1530,  1280,  1390,  1550,  1610,  1370
  81,  1520,  1360,  1520,  1300,  1400,  1490,  1470,  1440
  82,  1400,  1350,  1520,  1300,  1470,  1500,  1450,  1390
  83,  1470,  1390,  1500,  1310,  1390,  1470,  1510,  1430
  84,  1510,  1360,  1500,  1420,  1380,  1450,  1440,  1390
  85,  1500,  1400,  1370,  1330,  1360,  1400,  1560,  1390
  86,  1470,  1390,  1550,  1330,  1290,  1500,  1540,  1410
  87,  1500,  1350,  1510,  1320,  1400,  1570,  1530,  1430
  88,  1450,  1420,  1570,  1370,  1380,  1490,  1550,  1400
  89,  1490,  1350,  1540,  1420,  1390,  1510,  1500,  1400
  90,  1450,  1340,  1510,  1330,  1280,  1500,  1540,  1420
  91,  1500,  1450,  1470,  1290,  1400,  1500,  1530,  1370
  92,  1240,  1380,  1500,  1280,  1350,  1490,  1520,  1350
  93,  1530,  1370,  1470,  1300,  1400,  1490,  1540,  1370
  94,  1490,  1310,  1470,  1280,  1400,  1510,  1560,  1380
  95,  1560,  1410,  1530,  1320,  1400,  1530,  1350,  1350
  96,  1420,  1350,  1560,  1340,  1380,  1520,  1550,  1420
  97,  1450,  1290,  1480,  1310,  1370,  1510,  1490,  1350
  98,  1470,  1350,  1510,  1320,  1430,  1510,  1510,  1410
  99,  1580,  1310,  1470,  1320,  1430,  1500,  1510,  1390
 100,  1430,  1400,  1560,  1340,  1350,  1520,  1550,  1390
 101,  1520,  1370,  1490,  1320,  1370,  1530,  1460,  1370
 102,  1430,  1380,  1560,  1310,  1430,  1490,  1580,  1380
 103,  1450,  1470,  1550,  1410,  1370,  1540,  1520,  1370
 104,  1430,  1350,  1590,  1360,  1350,  1510,  1550,  1350
 105,  1450,  1350,  1550,  1340,  1430,  1560,  1500,  1390
 106,  1240,  1410,  1590,  1310,  1370,  1280,  1500,  1370
 107,  1470,  1350,  1500,  1310,  1310,  1570,  1490,  1410
 108,  1470,  1350,  1560,  1340,  1480,  1510,  1510,  1420
 109,  1460,  1430,  1460,  1350,  1350,  1280,  1520,  1410
 110,  1410,  1330,  1450,  1330,  1410,  1520,  1510,  1410
 111,  1500,  1350,  1500,  1390,  1390,  1500,  1490,  1350
 112,  1440,  1350,  1590,  1290,  1390,  1290,  1540,  1390
 113,  1510,  1350,  1490,  1320,  1430,  1540,  1500,  1420
 114,  1410,  1370,  1560,  1340,  1350,  1500,  1540,  1390
 115,  1430,  1350,  1490,  1390,  1350,  1500,  1510,  1390
 116,  1430,  1430,  1490,  1410,  1380,  1510,  1510,  1450
 117,  1510,  1420,  1490,  1320,  1420,  1520,  1510,  1420
 118,  1490,  1330,  1540,  1360,  1410,  1510,  1480,  1390
 119,  1470,  1370,  1490,  1300,  1490,  1510,  1480,  1390
 120,  1440,  1370,  1330,  1290,  1330,  1310,  1330,  1220
 121,  1470,  1300,  1500,  1300,  1390,  1560,  1320,  1410
 122,  1410,  1300,  1500,  1360,  1350,  1490,  1540,  1370
 123,  1410,  1430,  1490,  1320,  1360,  1510,  1540,  1410
 124,  1510,  1310,  1280,  1340,     0,  1310,  1560,  1400
 125,  1280,  1310,  1520,  1340,  1430,  1480,  1490,  1400
 126,  1460,  1310,  1520,  1300,  1400,  1350,  1510,  1410
 127,  1460,  1280,  1490,  1310,  1410,  1540,  1500,  1220
 128,  1430,  1410,  1580,  1330,  1400,  1480,  1310,  1380
 129,  1390,  1300,  1490,  1350,  1390,  1480,  1560,  1200
 130,  1240,  1280,  1530,  1330,  1330,  1310,  1520,  1430
 131,  1530,  1430,  1470,  1440,  1410,  1510,  1500,  1470
 132,  1240,  1370,  1540,  1280,  1340,  1470,  1480,  1380
 133,  1240,  1350,  1480,  1270,  1380,  1440,  1500,  1200
 134,  1240,  1320,  1480,  1270,  1420,  1470,  1460,  1400
 135,  1430,  1350,  1460,  1330,  1420,  1500,  1400,  1400
 136,  1500,  1350,  1460,  1320,  1450,  1470,  1530,  1380
 137,  1530,  1330,  1530,  1400,  1400,  1340,  1530,  1380
 138,  1510,  1400,  1500,  1330,  1390,  1500,  1530,  1360
 139,  1500,  1360,  1520,  1360,  1430,  1510,  1500,  1470
 140,  1430,  1360,  1360,  1380,  1310,  1270,  1270,  1370
 141,  1430,  1350,  1470,  1300,  1370,  1530,  1520,  1200
 142,  1240,  1330,  1330,  1400,  1380,  1370,  1560,  1430
 143,  1240,  1330,  1520,  1300,  1430,  1550,  1500,  1400
 144,  1410,  1400,  1580,  1340,  1390,  1450,  1510,  1380
 145,  1240,  1330,  1450,  1330,  1430,  1450,  1470,  1350
 146,  1240,  1480,  1450,  1290,  1400,  1470,  1490,  1370
 147,  1450,  1330,  1490,  1320,  1390,  1510,  1420,  1370
 148,  1430,  1370,  1490,  1330,  1380,  1450,  1520,  1450
 149,  1550,  1370,  1490,  1320,  1410,  1300,  1490,  1400
 150,  1240,  1380,  1550,  1320,  1350,  1490,  1540,  1380
 151,  1460,  1400,  1500,  1350,  1380,  1490,  1540,  1460
 152,  1460,  1390,  1600,  1320,  1360,  1450,  1520,  1400
 153,  1430,  1390,  1500,  1390,  1360,  1450,  1490,  1440
 154,  1420,  1400,  1490,  1320,  1360,  1430,  1540,  1410
 155,  1480,  1310,  1500,  1310,  1360,  1520,  1530,  1400
 156,  1320,  1330,  1320,  1340,  1350,  1500,  1550,  1400
 157,  1470,  1330,  1450,  1290,  1410,  1500,  1490,  1210
 158,  1240,  1380,  1520,  1350,  1360,  1470,  1490,  1400
 159,  1430,  1340,  1450,  1290,  1390,  1540,  1500,  1400
 160,  1530,  1550,  1570,  1370,     0,  1490,  1500,  1430
 161,  1530,  1460,  1480,  1340,  1380,  1530,  1490,  1380
 162,  1460,  1340,  1490,  1300,  1370,  1460,  1540,  1360
 163,  1460,  1350,  1490,  1320,  1390,  1510,  1510,  1390
 164,  1440,  1350,  1580,  1310,  1390,  1480,  1560,  1390
 165,  1470,  1350,  1500,  1340,  1400,  1530,  1560,  1410
 166,  1310,  1380,  1500,  1360,  1370,  1570,  1550,  1450
 167,  1430,  1370,  1570,  1280,  1390,  1560,  1490,  1410
 168,  1480,  1370,  1560,  1300,  1390,  1370,  1480,  1460
 169,  1310,  1400,  1470,  1440,  1390,  1510,  1450,  1380
 170,  1530,  1390,  1590,  1350,  1400,  1460,  1520,  1440
 171,  1300,  1340,  1500,  1280,  1400,  1540,  1530,  1420
 172,  1420,  1510,  1530,  1290,  1380,  1460,  1520,  1410
 173,  1500,  1410,  1490,  1300,  1370,  1580,  1480,  1430
 174,  1430,  1360,  1590,  1300,  1430,  1510,  1530,  1370
 175,  1430,  1460,  1490,  1290,  1360,  1510,  1470,  1370
 176,  1470,  1360,  1610,  1360,  1360,  1530,  1560,  1370
 177,  1500,  1350,  1380,  1310,  1360,  1530,  1510,  1370
 178,  1390,  1360,  1560,  1340,  1400,  1500,  1520,  1370
 179,  1400,  1380,  1500,  1360,  1430,  1560,  1490,  1460
 180,  1470,  1420,  1580,  1380,  1400,  1530,  1500,  1440
 181,  1500,  1400,  1480,  1310,  1340,  1350,  1520,  1460
 182,  1400,  1360,  1550,  1310,  1420,  1290,  1520,  1220
 183,  1520,  1290,  1500,  1310,  1390,  1510,  1560,  1390
 184,  1500,  1370,  1560,  1320,  1390,  1530,  1470,  1440
