addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1420,     0,  1430,     0,  1410,  1440,  1410
   1,  1420,  1410,  1010,  1470,     0,  1410,  1430,  1460
   2,  1300,  1330,  1030,  1430,     0,  1360,  1440,  1450
   3,  1400,  1430,  1430,  1440,  1440,  1420,  1470,  1430
   4,  1420,  1420,  1410,  1450,  1450,  1420,  1440,  1330
   5,  1410,  1410,  1030,  1410,  1440,  1410,  1450,  1480
   6,  1320,  1350,  1030,  1430,  1510,  1420,  1440,  1430
   7,  1420,  1420,  1440,  1440,  1440,  1420,  1450,  1420
   8,  1310,  1430,  1400,  1440,  1430,  1420,  1210,  1380
   9,  1300,  1400,  1030,  1310,  1390,  1390,  1430,  1430
  10,  1420,  1440,  1460,  1440,  1440,  1420,  1440,  1380
  11,  1410,  1430,  1420,  1440,  1440,  1410,  1540,  1510
  12,  1410,  1430,  1400,  1430,  1420,  1450,  1380,  1370
  13,  1350,  1460,  1440,  1470,  1440,  1410,  1450,  1430
  14,  1430,  1380,  1360,  1440,  1440,  1400,  1430,  1480
  15,  1470,  1430,  1420,  1410,  1510,  1430,  1350,  1430
  16,  1410,  1440,  1530,  1420,  1450,  1430,  1450,  1460
  17,  1420,  1400,  1420,  1440,  1430,  1420,  1440,  1450
  18,  1420,  1430,  1470,  1440,  1370,  1420,  1440,  1440
  19,  1410,  1410,  1430,  1440,  1410,  1420,  1430,  1440
  20,  1390,  1440,  1430,  1390,  1440,  1400,  1450,  1520
  21,  1360,  1400,  1420,  1350,  1440,  1470,  1450,  1540
  22,  1430,  1430,  1450,  1440,  1410,  1420,  1430,  1420
  23,  1420,  1410,  1470,  1440,  1430,  1410,  1430,  1330
  24,  1430,  1440,  1430,  1400,  1420,  1410,  1450,  1330
  25,  1420,  1440,  1440,  1440,  1430,  1390,  1450,  1420
  26,  1420,  1450,  1490,  1440,  1420,  1420,  1420,  1500
  27,  1430,  1410,  1440,  1440,  1440,  1420,  1450,  1430
  28,  1420,  1440,  1330,  1440,  1430,  1410,  1450,  1390
  29,  1410,  1460,  1330,  1330,  1350,  1420,  1300,  1330
  30,  1330,  1430,  1330,  1420,  1410,  1380,  1420,  1420
  31,  1420,  1410,  1420,  1440,  1390,  1420,  1440,  1550
  32,  1420,  1430,  1420,  1440,  1410,  1420,  1450,  1430
  33,  1430,  1410,  1220,  1310,  1440,  1410,  1280,  1420
  34,  1420,  1430,  1430,  1450,  1310,  1420,  1440,  1430
  35,  1420,  1370,  1410,  1420,  1460,  1420,  1460,  1430
  36,  1420,  1430,  1420,  1440,  1450,  1430,  1440,  1420
  37,  1340,  1410,  1380,  1440,  1440,  1400,  1430,  1430
  38,  1410,  1350,  1490,  1470,  1430,  1420,  1440,  1450
  39,  1420,  1430,  1430,  1520,  1440,  1420,  1450,  1490
  40,  1420,  1430,  1410,  1410,  1460,  1350,  1430,  1450
  41,  1420,  1410,  1430,  1440,  1400,  1410,  1450,  1430
  42,  1420,  1430,  1440,  1440,  1440,  1400,  1440,  1410
  43,  1430,  1430,  1430,  1450,  1520,  1340,  1420,  1430
  44,  1430,  1430,  1410,  1440,  1420,  1420,  1440,  1400
  45,  1400,  1410,  1430,  1440,  1370,  1420,  1450,  1520
  46,  1310,  1340,  1470,  1350,  1560,  1420,  1450,  1430
