addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1430,  1210,  1430,     0,  1430,  1440,  1430
   1,  1430,  1410,  1280,  1400,     0,  1440,  1470,  1420
   2,  1370,  1400,  1280,  1440,     0,  1430,  1470,  1430
   3,  1490,  1430,  1430,  1550,  1540,  1430,  1440,  1430
   4,  1430,  1430,  1430,  1440,  1390,  1430,  1430,  1400
   5,  1410,  1390,  1400,  1410,  1560,  1500,  1450,  1420
   6,  1370,  1360,  1400,  1440,  1560,  1450,  1430,  1430
   7,  1430,  1440,  1440,  1440,  1510,  1590,  1450,  1430
   8,  1400,  1450,  1430,  1440,  1600,  1420,  1340,  1390
   9,  1350,  1400,  1410,  1270,  1370,  1500,  1440,  1430
  10,  1410,  1440,  1440,  1500,  1620,  1440,  1440,  1370
  11,  1410,  1440,  1470,  1440,  1600,  1550,  1510,  1420
  12,  1400,  1440,  1470,  1440,  1400,  1420,  1470,  1320
  13,  1100,  1430,  1430,  1410,  1560,  1600,  1450,  1440
  14,  1430,  1410,  1310,  1440,  1590,  1500,  1450,  1440
  15,  1410,  1440,  1460,  1410,  1390,  1430,  1430,  1440
  16,  1420,  1430,  1410,  1450,  1630,  1480,  1440,  1430
  17,  1410,  1430,  1520,  1440,  1600,  1430,  1480,  1410
  18,  1420,  1430,  1410,  1430,  1520,  1480,  1440,  1430
  19,  1410,  1410,  1550,  1440,     0,  1430,  1440,  1430
  20,  1390,  1440,  1410,  1390,  1570,  1430,  1530,  1430
  21,  1100,  1430,  1500,  1320,  1530,  1490,  1440,  1440
  22,  1420,  1430,  1460,  1440,  1390,  1420,  1440,  1430
  23,  1480,  1470,  1430,  1440,  1500,  1430,  1440,  1350
  24,  1420,  1430,  1480,  1390,  1490,  1480,  1440,  1310
  25,  1430,  1510,  1530,  1510,  1490,  1520,  1450,  1420
  26,  1440,  1460,  1450,  1440,  1540,  1450,  1450,  1440
  27,  1430,  1450,  1430,  1440,  1500,  1440,  1440,  1440
  28,  1430,  1440,  1360,  1440,  1590,  1450,  1440,  1430
  29,  1420,  1420,  1320,  1270,  1530,  1430,  1380,  1380
  30,  1310,  1430,  1320,  1410,  1530,  1430,  1460,  1430
  31,  1430,  1430,  1480,  1450,  1460,  1420,  1440,  1430
  32,  1400,  1440,  1440,  1440,  1390,  1410,  1440,  1430
  33,  1430,  1410,  1410,  1280,  1500,  1460,  1410,  1430
  34,  1390,  1440,  1430,  1400,  1500,  1430,  1440,  1440
  35,  1420,  1420,  1540,  1400,  1500,  1460,  1440,  1440
  36,  1430,  1440,  1440,  1440,  1420,  1430,  1440,  1420
  37,  1390,  1410,  1440,  1410,  1510,  1560,  1450,  1440
  38,  1440,  1410,  1440,  1470,  1540,  1420,  1440,  1390
  39,  1510,  1430,  1550,  1440,  1510,  1430,  1440,  1410
  40,  1420,  1430,  1440,  1380,  1380,  1100,  1450,  1430
  41,  1410,  1410,  1430,  1440,     0,  1540,  1440,  1440
  42,  1430,  1440,  1430,  1430,  1660,  1450,  1440,  1420
  43,  1420,  1440,  1450,  1440,     0,  1440,  1410,  1440
  44,  1440,  1440,  1430,  1440,  1580,  1440,  1440,  1420
  45,  1410,  1410,  1430,  1440,  1470,  1580,  1460,  1440
  46,  1330,  1300,  1450,  1250,  1550,  1470,  1440,  1430
  47,  1430,  1440,  1440,  1440,  1580,  1430,  1440,  1440
  48,  1370,  1400,  1430,  1460,  1400,  1440,  1440,  1410
