 1060,  1460,  1430,  1390,  1220,  1450,  1400,  1440,  1630,  1460,  1410,  1430,  1460,  1430,  1440,  1410, 
 1380,  1090,  1380,  1360,  1430,  1220,  1520,  1440,  1450,  1400,  1420,  1080,  1420,  1440,  1420,  1400, 
 1380,  1420,  1430,  1430,  1430,  1460,  1430,  1430,  1570,  1450,  1430,  1550,  1440,  1440,  1420,  1430, 
 1400,  1430,  1460,  1440,  1430,  1430,  1440,  1440,  1460,  1470,  1410,  1430,  1480,  1440,  1400,  1430, 
 1400,  1430,  1430,  1430,  1430,  1450,  1400,  1440,  1490,  1430,  1400,  1460,  1410,  1430,  1310,  1440, 
 1430,  1430,  1400,  1430,  1430,  1430,  1430,  1440,  1400,  1440,  1430,  1430,  1430,  1440,  1440,  1430, 
 1420,  1400,  1400,  1440,  1410,  1320,  1400,  1440,  1580,  1440,  1420,  1420,  1440,  1420,  1410,  1440, 
 1390,  1430,  1430,  1440,  1420,  1430,  1440,  1440,  1530,  1370,  1400,  1430,  1420,  1320,  1450,  1430, 
 1410,  1430,  1390,  1440,  1420,  1430,  1430,  1440,  1490,  1430,  1420,  1430,  1430,  1440,  1430,  1390, 
 1430,  1350,  1430,  1430,  1430,  1430,  1430,  1400,  1600,  1490,  1450,  1420,  1430,  1430,  1430,  1430, 
 1300,  1420,  1430,  1440,  1430,  1430,  1400,  1440,  1550,  1490,  1410,  1430,  1280,  1440,  1430,  1490, 
 1410,  1420,  1430,  1440,  1430,  1420,  1390,  1440,  1450,  1470,  1410,  1420,  1430,  1440,  1430,  1390, 
 1430,  1430,  1430,  1430,  1410,  1360,  1450,  1430,  1580,  1460,  1420,  1470,  1430,  1440,  1360,  1440, 
 1410,  1430,  1430,  1380,  1380,  1420,  1430,  1390,  1530,  1450,  1400,  1420,  1430,  1440,  1400,  1430, 
 1390,  1520,  1400,  1440,  1420,  1430,  1420,  1450,  1530,  1460,  1430,  1420,  1450,  1440,  1430,  1430, 
 1420,  1420,  1440,  1430,  1430,  1450,  1430,  1430,  1500,  1460,  1430,  1400,  1440,  1440,  1430,  1400, 
 1430,  1400,  1430,  1440,  1490,  1470,  1430,  1450,  1440,  1480,  1330,  1330,  1430,  1420,  1430,  1440, 
 1380,  1420,  1460,  1430,  1400,  1440,  1430,  1430,  1590,  1530,  1420,  1430,  1440,  1430,  1420,  1400, 
 1430,  1420,  1510,  1430,  1420,  1430,  1390,  1430,  1550,  1440,  1390,  1560,  1430,  1440,  1410,  1280, 
 1420,  1400,  1420,  1430,  1420,  1440,  1430,  1440,  1450,  1480,  1420,  1410,  1430,  1430,  1430,  1390, 
 1420,  1400,  1370,  1430,  1430,  1420,  1410,  1460,  1590,  1510,  1400,  1430,  1430,  1440,  1390,  1430, 
 1400,  1420,  1440,  1430,  1430,  1440,  1440,  1430,  1590,  1490,  1420,  1370,  1430,  1370,  1430,  1430, 
 1420,  1430,  1270,  1380,  1400,  1420,  1440,  1440,  1480,  1500,  1410,  1360,  1300,  1440,  1420,  1390, 
 1420,  1380,  1500,  1430,  1420,  1430,  1440,  1390,  1380,  1450,  1420,  1420,  1430,  1330,  1430,  1370, 
 1430,  1390,  1460,  1440,  1480,  1430,  1450,  1430,  1470,  1480,  1430,  1530,  1440,  1440,  1430,  1430, 
 1410,  1460,  1430,  1430,  1430,  1430,  1400,  1430,  1540,  1430,  1410,  1550,  1320,  1430,  1390,  1390, 
 1430,  1410,  1370,  1430,  1430,  1430,  1440,  1390,  1510,  1440,  1420,  1420,  1430,  1430,  1310,  1430, 
 1390,  1420,  1430,  1490,  1420,  1440,  1400,  1440,  1520,  1490,  1440,  1420,  1430,  1440,  1420,  1430, 
 1420,  1430,  1390,  1430,  1440,  1490,  1470,  1440,  1510,  1450,  1420,  1430,  1440,  1440,  1430,  1320, 
 1420,  1400,  1440,  1320,  1420,  1430,  1440,  1430,  1510,  1450,  1420,  1450,  1440,  1430,  1420,  1300, 
 1420,  1400,  1430,  1390,  1410,  1430,  1420,  1430,  1500,  1460,  1420,  1420,  1420,  1440,  1430,  1430, 
 1430,  1400,  1380,  1390,  1430,  1440,  1440,  1440,  1480,  1470,  1410,  1490,  1320,  1440,  1430,  1390, 
 1300,  1400,  1440,  1250,  1400,  1430,  1440,  1390,  1550,  1510,  1500,  1520,  1440,  1330,  1430,  1430, 
 1430,  1350,  1390,  1440,  1430,  1430,  1440,  1400,  1610,  1440,  1420,  1500,  1430,  1440,  1430,  1390, 
 1410,  1400,  1440,  1390,  1410,  1430,  1430,  1460,  1400,  1470,  1460,  1450,  1440,  1440,  1430,  1440, 
 1420,  1420,  1510,  1430,  1430,  1460,  1390,  1440,  1440,  1450,  1420,  1340,  1430,  1430,  1430,  1390, 
 1420,  1380,  1400,  1430,  1430,  1420,  1400,  1440,  1570,  1440,  1380,  1420,  1430,  1430,  1390,  1430, 
 1420,  1450,  1580,  1430,  1420,  1430,  1440,  1440,  1560,  1260,  1410,  1470,  1430,  1430,  1430,  1430, 
 1420,  1410,  1430,  1440,  1420,  1430,  1430,  1430,  1450,  1440,  1410,  1420,  1440,  1440,  1430,  1430, 
 1410,  1420,  1380,  1430,  1430,  1530,  1500,  1430,  1490,  1430,  1410,  1530,  1430,  1430,  1430,  1450, 
 1090,  1430,  1440,  1440,  1430,  1460,  1430,  1440,  1550,  1450,  1430,  1410,  1430,  1440,  1410,  1300, 
 1390,  1390,  1430,  1430,  1430,  1430,  1470,  1440,  1490,  1460,  1420,  1420,  1430,  1440,  1430,  1430, 
 1400,  1430,  1520,  1430,  1430,  1450,  1440,  1210,  1530,  1450,  1400,  1440,  1430,  1440,  1430,  1430, 
 1420,  1420,  1470,  1540,  1360,  1440,  1400,  1430,  1480,  1440,  1400,  1420,  1430,  1440,  1430,  1400, 
 1430,  1400,  1440,  1470,  1420,  1430,  1440,  1430,  1520,  1480,  1420,  1580,  1430,  1430,  1430,  1430, 
 1430,  1430,  1390,  1430,  1430,  1430,  1450,  1450,  1490,  1470,  1430,  1480,  1430,  1360,  1430,  1430, 
 1420,  1370,  1410,  1440,  1420,  1440,  1510,  1440,  1580,  1480,  1460,  1490,  1440,  1440,  1390,  1440, 
 1430,  1380,  1430,  1320,  1430,  1430,  1440,  1440,  1380,  1450,  1420,  1470,  1420,  1430,  1450,  1430, 
 1420,  1400,  1390,  1440,  1420,  1430,  1430,  1200,  1520,  1460,  1420,  1420,  1430,  1440,  1420,  1260, 
 1430,  1390,  1390,  1430,  1460,  1420,  1440,  1400,  1420,  1450,  1420,  1410,  1440,  1440,  1400,  1390, 
 1420,  1400,  1430,  1440,  1420,  1430,  1440,  1390,  1460,  1420,  1410,  1420,  1440,  1440,  1420,  1430, 
 1390,  1420,  1440,  1440,  1400,  1430,  1430,  1390,  1560,  1480,  1410,  1440,  1490,  1440,  1400,  1430, 
 1420,  1380,  1440,  1440,  1420,  1450,  1480,  1460,  1530,  1440,  1420,  1420,  1440,  1440,  1400,  1430, 
 1420,  1420,  1420,  1430,  1510,  1500,  1430,  1430,  1520,  1520,  1530,  1420,  1440,  1440,  1480,  1430, 
 1370,  1420,  1390,  1440,  1410,  1470,  1380,  1440,  1540,  1440,  1420,  1420,  1440,  1420,  1430,  1420, 
 1390,  1420,  1470,  1440,  1420,  1460,  1430,  1320,  1540,  1490,  1420,  1420,  1440,  1420,  1390,  1400, 
 1420,  1310,  1400,  1440,  1420,  1430,  1430,  1390,  1530,  1430,  1390,  1430,  1430,  1430,  1430,  1250, 
 1400,  1420,  1400,  1440,  1400,  1440,  1440,  1390,  1370,  1430,  1380,  1430,  1450,  1440,  1430,  1390, 
 1420,  1420,  1430,  1430,  1400,  1440,  1390,  1430,  1490,  1440,  1420,  1590,  1400,  1440,  1410,  1430, 
 1420,  1420,  1350,  1430,  1420,  1430,  1440,  1430,  1630,  1450,  1430,  1400,  1440,  1440,  1290,  1250, 
