 1430,  1500,  1500,  1460,  1360,  1450,  1450,  1500,  1540,  1490,  1440,  1580,  1500,  1510,  1520,  1430, 
 1480,  1450,  1460,  1460,  1490,  1360,  1450,  1490,  1450,  1420,  1560,  1560,  1560,  1510,  1530,  1430, 
 1500,  1510,  1520,  1500,  1490,  1490,  1480,  1490,  1490,  1500,  1560,  1560,  1580,  1530,  1530,  1580, 
 1520,  1520,  1500,  1500,  1490,  1490,  1490,  1490,  1500,  1510,  1550,  1550,  1590,  1540,  1520,  1520, 
 1480,  1550,  1490,  1510,  1480,  1460,  1440,  1500,  1510,  1490,  1540,  1590,  1550,  1530,  1520,  1520, 
 1480,  1570,  1460,  1480,  1480,  1450,  1480,  1490,  1490,  1500,  1570,  1550,  1570,  1510,  1550,  1600, 
 1490,  1470,  1470,  1490,  1480,  1420,  1450,  1490,  1510,  1510,  1560,  1540,  1520,  1500,  1420,  1550, 
 1530,  1520,  1490,  1500,  1510,  1490,  1490,  1490,  1510,  1430,  1570,  1550,  1550,  1530,  1520,  1540, 
 1560,  1540,  1450,  1500,  1510,  1520,  1500,  1500,  1470,  1500,  1540,  1590,  1550,  1520,  1520,  1520, 
 1490,  1490,  1490,  1500,  1490,  1490,  1490,  1440,  1500,  1510,  1460,  1540,  1590,  1520,  1530,  1510, 
 1510,  1510,  1480,  1490,  1490,  1490,  1450,  1490,  1500,  1490,  1530,  1570,  1540,  1600,  1530,  1520, 
 1510,  1570,  1490,  1500,  1490,  1520,  1450,  1500,  1480,  1500,  1560,  1570,  1540,  1570,  1540,  1530, 
 1510,  1520,  1500,  1500,  1500,  1500,  1490,  1500,  1500,  1510,  1550,  1550,  1520,  1580,  1500,  1510, 
 1540,  1520,  1480,  1460,  1530,  1490,  1500,  1450,  1500,  1500,  1570,  1580,  1550,  1540,  1500,  1500, 
 1530,  1510,  1470,  1500,  1490,  1530,  1440,  1490,  1490,  1500,  1580,  1590,  1580,  1570,  1530,  1510, 
