  920,  1480,  1460,  1370,  1400,  1390,  1380,  1460,  1450,  1380,  1360,  1420,  1380,  1490,  1460,  1390, 
 1350,   920,  1370,   990,  1490,  1410,  1370,  1440,  1010,  1370,  1410,   920,  1390,  1500,  1440,  1380, 
 1350,  1470,  1460,  1460,  1490,  1460,  1450,  1430,  1430,  1430,  1390,  1420,  1500,  1500,  1460,  1460, 
 1350,  1470,  1370,  1460,  1470,  1470,  1430,  1450,  1440,  1450,  1360,  1410,  1500,  1500,  1400,  1460, 
 1340,  1460,  1470,  1450,  1470,  1310,  1370,  1460,  1470,  1360,  1370,  1430,  1390,  1500,  1050,  1470, 
 1460,  1470,  1370,  1460,  1470,  1400,  1440,  1450,  1350,  1450,  1420,  1420,  1490,  1490,  1460,  1450, 
 1480,  1360,  1380,  1460,  1410,  1400,  1370,  1450,  1450,  1450,  1410,  1370,  1500,  1380,  1400,  1460, 
 1150,  1470,  1470,  1460,  1480,  1480,  1450,  1460,  1450,  1380,  1370,  1420,  1370,  1000,  1430,  1460, 
 1460,  1470,  1380,  1460,  1460,  1470,  1430,  1440,  1080,  1440,  1430,  1430,  1500,  1490,  1460,  1380, 
 1460,  1080,  1460,  1460,  1470,  1470,  1450,  1370,  1460,  1440,  1350,  1410,  1500,  1490,  1460,  1470, 
 1120,  1460,  1460,  1450,  1480,  1470,  1370,  1450,  1460,  1430,  1370,  1420,  1060,  1500,  1450,  1440, 
 1460,  1460,  1450,  1440,  1480,  1400,  1370,  1470,  1350,  1430,  1400,  1420,  1500,  1490,  1450,  1400, 
 1470,  1460,  1440,  1430,  1400,  1390,  1440,  1420,  1440,  1460,  1410,  1360,  1490,  1490,  1140,  1460, 
 1460,  1470,  1460,  1360,  1390,  1480,  1430,  1380,  1460,  1460,  1360,  1400,  1380,  1500,  1400,  1470, 
 1350,  1460,  1370,  1470,  1460,  1390,  1360,  1450,  1420,  1420,  1410,  1410,  1500,  1490,  1440,  1430, 
 1470,  1460,  1430,  1460,  1470,  1460,  1440,  1460,  1430,  1450,  1420,  1140,  1490,  1500,  1460,  1400, 
 1450,  1360,  1450,  1460,  1460,  1310,  1430,  1440,  1010,  1450,  1130,  1100,  1490,  1380,  1460,  1440, 
 1340,  1470,  1370,  1450,  1330,  1450,  1460,  1440,  1440,  1420,  1420,  1420,  1490,  1390,  1450,  1390, 
 1470,  1460,  1460,  1460,  1480,  1460,  1360,  1450,  1430,  1430,  1370,  1420,  1500,  1490,  1390,  1100, 
 1460,  1350,  1450,  1440,  1480,  1310,  1450,  1450,  1440,  1430,  1430,  1420,  1490,  1490,  1460,  1390, 
 1460,  1350,  1370,  1440,  1480,  1410,  1370,  1420,  1460,  1420,  1360,  1410,  1490,  1490,  1380,  1460, 
 1350,  1470,  1460,  1460,  1400,  1460,  1430,  1440,  1430,  1370,  1400,  1130,  1490,  1070,  1450,  1460, 
 1460,  1470,  1020,  1360,  1400,  1450,  1420,  1430,  1430,  1430,  1410,  1110,  1000,  1490,  1450,  1400, 
 1460,  1350,  1370,  1460,  1410,  1460,  1460,  1370,  1350,  1430,  1410,  1400,  1490,  1060,  1460,  1080, 
 1460,  1350,  1460,  1450,  1400,  1460,  1450,  1420,  1420,  1440,  1420,  1430,  1490,  1490,  1460,  1460, 
 1460,  1460,  1460,  1450,  1470,  1470,  1350,  1430,  1420,  1370,  1410,  1430,  1060,  1490,  1120,  1390, 
 1470,  1350,   990,  1450,  1400,  1480,  1460,  1380,  1430,  1370,  1400,  1400,  1500,  1490,  1130,  1430, 
 1340,  1460,  1460,  1370,  1470,  1450,  1370,  1430,  1450,  1370,  1420,  1420,  1490,  1490,  1460,  1440, 
 1450,  1470,  1370,  1450,  1480,  1440,  1420,  1440,  1430,  1360,  1400,  1410,  1490,  1490,  1460,  1090, 
 1450,  1360,  1450,  1020,  1400,  1470,  1430,  1430,  1450,  1430,  1420,  1420,  1500,  1490,  1460,  1050, 
 1470,  1360,  1460,  1360,  1470,  1470,  1370,  1460,  1430,  1410,  1410,  1400,  1380,  1490,  1460,  1440, 
 1460,  1350,  1370,  1360,  1470,  1470,  1440,  1450,  1360,  1450,  1370,  1400,  1000,  1500,  1460,  1390, 
 1000,  1350,  1450,  1010,  1330,  1470,  1460,  1380,  1430,  1460,  1440,  1400,  1490,  1060,  1460,  1450, 
