 1190,  1320,  1240,  1310,  1300,  1300,  1430,  1310,  1270,  1350,  1230,  1230,  1280,  1250,  1360,  1450, 
 1300,  1210,  1390,  1250,  1470,  1300,  1290,  1310,  1240,  1350,  1380,  1230,  1250,  1250,  1230,  1580, 
 1370,  1230,  1330,  1270,  1440,  1430,  1600,  1340,  1380,  1250,  1220,  1260,  1260,  1250,  1440,  1530, 
 1250,  1230,  1270,  1230,  1420,  1300,  1330,  1310,  1450,  1240,  1250,  1320,  1250,  1250,  1330,  1410, 
 1480,  1240,  1350,  1250,  1420,  1330,  1330,  1360,  1250,  1380,  1240,  1250,  1250,  1240,  1250,  1460, 
 1330,  1260,  1330,  1240,  1350,  1290,  1300,  1420,  1260,  1280,  1280,  1250,  1250,  1250,  1460,  1280, 
 1220,  1420,  1340,  1240,  1320,  1320,  1250,  1380,  1250,  1420,  1290,  1230,  1250,  1320,  1420,  1420, 
 1230,  1280,  1310,  1240,  1350,  1330,  1270,  1250,  1330,  1230,  1280,  1260,  1250,  1220,  1260,  1250, 
 1250,  1240,  1250,  1230,  1320,  1310,  1300,  1340,  1180,  1270,  1230,  1230,  1240,  1340,  1270,  1320, 
 1230,  1180,  1250,  1250,  1440,  1280,  1240,  1300,  1260,  1250,  1250,  1240,  1250,  1380,  1310,  1580, 
 1260,  1250,  1250,  1260,  1440,  1280,  1490,  1300,  1420,  1440,  1270,  1230,  1250,  1320,  1300,  1340, 
 1420,  1410,  1320,  1280,  1450,  1340,  1330,  1320,  1290,  1300,  1230,  1240,  1300,  1260,  1260,  1460, 
 1300,  1250,  1300,  1280,  1290,  1250,  1280,  1320,  1350,  1250,  1260,  1230,  1450,  1320,  1320,  1440, 
 1300,  1230,  1250,  1310,  1300,  1250,  1270,  1220,  1550,  1250,  1230,  1230,  1240,  1250,  1240,  1480, 
 1230,  1230,  1260,  1240,  1400,  1300,  1240,  1240,  1440,  1340,  1240,  1240,  1340,  1290,  1380,  1240, 
 1250,  1240,  1300,  1230,  1350,  1330,  1350,  1290,  1420,  1240,  1300,  1280,  1330,  1290,  1350,  1400, 
 1240,  1270,  1260,  1240,  1340,  1250,  1250,  1330,  1300,  1280,  1300,  1270,  1290,  1250,  1380,  1330, 
 1260,  1240,  1390,  1260,  1260,  1300,  1450,  1300,  1300,  1310,  1230,  1300,  1240,  1280,  1280,  1480, 
 1280,  1240,  1300,  1240,  1450,  1270,  1260,  1440,  1450,  1270,  1250,  1250,  1270,  1250,  1230,  1130, 
