vretention,badbits
 500, 0
 490, 0
 480, 0
 470, 0
 460, 0
 450, 0
 440, 0
 430, 0
 420, 0
 410, 1
 400, 3
 390, 3
 380, 6
 370, 8
 360, 15
 350, 27
 340, 48
 330, 88
 320, 122
 310, 177
 300, 212
 290, 277
 280, 351
 270, 447
 260, 573
 250, 693
 240, 804
 230, 874
 220, 945
 210, 983
 200, 1014
 190, 1020
 180, 1021
 170, 1014
 160, 1018
 150, 994
 140, 987
 130, 979
 120, 983
 110, 983
 100, 972
  90, 994
  80, 980
  70, 987
  60, 973
  50, 980
  40, 981
  30, 986
  20, 981
  10, 979
