vcore,   10,   11,   12,   13,   14,   15,   16,   17,   18,   19,   20,   21,   22,   23,   24,   25,   26,   27,   28,   29,
 1800,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  256,  726, 1027, 1043, 1043, 1043, 1043,
 1790,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  310,  808, 1038, 1043, 1043, 1043, 1043,
 1780,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    8,  388,  887, 1043, 1043, 1043, 1043, 1043,
 1770,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   36,  451,  920, 1043, 1043, 1043, 1043, 1043,
 1760,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   61,  500,  949, 1043, 1043, 1043, 1043, 1043,
 1750,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   87,  550,  965, 1043, 1043, 1043, 1043, 1043,
 1740,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  162,  585,  978, 1043, 1043, 1043, 1043, 1043,
 1730,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  261,  652,  996, 1043, 1043, 1043, 1043, 1043,
 1720,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  312,  748, 1025, 1043, 1043, 1043, 1043, 1043,
 1710,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  356,  845, 1041, 1043, 1043, 1043, 1043, 1043,
 1700,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  413,  905, 1043, 1043, 1043, 1043, 1043, 1043,
 1690,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   24,  486,  947, 1043, 1043, 1043, 1043, 1043, 1043,
 1680,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   58,  551,  963, 1043, 1043, 1043, 1043, 1043, 1043,
 1670,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  100,  603,  978, 1043, 1043, 1043, 1043, 1043, 1043,
 1660,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  212,  675,  995, 1043, 1043, 1043, 1043, 1043, 1043,
 1650,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  336,  789, 1030, 1043, 1043, 1043, 1043, 1043, 1043,
 1640,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  370,  879, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1630,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  415,  939, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1620,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    4,  489,  965, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1610,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   39,  582,  976, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1600,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   83,  669,  989, 1043, 1043, 1043, 1043, 1043, 1043, 1043,
 1590,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  194,  783, 1023, 1043, 1043, 1043, 1043, 1043, 1043, 1046,
 1580,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  347,  874, 1042, 1043, 1043, 1043, 1043, 1043, 1050, 1020,
 1570,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  387,  952, 1043, 1043, 1043, 1043, 1043, 1044, 1028, 1036,
 1560,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,  458,  972, 1043, 1043, 1043, 1043, 1043, 1027, 1036, 1034,
 1550,    0,    0,    0,    0,    0,    0,    0,    0,    0,    7,  576,  983, 1043, 1043, 1043, 1043, 1046, 1036, 1023, 1033,
 1540,    0,    0,    0,    0,    0,    0,    0,    0,    0,   61,  720, 1011, 1043, 1043, 1043, 1046, 1036, 1022, 1032, 1038,
 1530,    0,    0,    0,    0,    0,    0,    0,    0,    0,  125,  829, 1041, 1043, 1043, 1045, 1035, 1023, 1033, 1028, 1018,
 1520,    0,    0,    0,    0,    0,    0,    0,    0,    0,  264,  927, 1043, 1043, 1050, 1022, 1033, 1033, 1026, 1022, 1039,
 1510,    0,    0,    0,    0,    0,    0,    0,    0,    0,  370,  960, 1043, 1045, 1024, 1024, 1034, 1036, 1016, 1039, 1040,
 1500,    0,    0,    0,    0,    0,    0,    0,    0,    0,  455,  960, 1030, 1025, 1025, 1035, 1034, 1019, 1039, 1040, 1035,
