addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1470,     0,  1480,     0,  1460,  1490,  1460
   1,  1490,  1430,     0,  1420,     0,  1410,  1460,  1410
   2,  1450,  1370,     0,  1490,     0,  1260,  1500,  1490
   3,  1440,  1490,  1490,  1410,  1500,  1550,  1460,  1490
   4,  1470,  1490,  1430,  1490,  1410,  1490,  1510,  1450
   5,  1430,  1440,  1370,  1420,  1490,  1420,  1440,  1430
   6,  1340,  1340,  1400,  1490,  1410,  1490,  1510,  1480
   7,  1490,  1490,  1480,  1490,  1500,  1510,  1510,  1410
   8,  1490,  1480,  1420,  1480,  1490,  1470,  1310,  1210
   9,  1450,  1430,  1360,  1240,  1400,  1410,  1510,  1480
  10,  1450,  1490,  1490,  1420,  1490,  1490,  1500,  1430
  11,  1440,  1490,  1440,  1490,  1490,  1420,  1510,  1430
  12,  1450,  1490,  1420,  1490,  1430,  1490,  1420,  1190
  13,  1400,  1430,  1490,  1410,  1510,  1450,  1510,  1490
  14,  1480,  1370,  1450,  1490,  1510,  1430,  1630,  1490
  15,  1440,  1500,  1520,  1410,  1400,  1540,  1490,  1490
  16,  1470,  1490,  1490,  1430,  1500,  1410,  1510,  1430
  17,  1440,  1420,  1430,  1480,  1460,  1520,  1460,  1400
  18,  1460,  1480,  1480,  1480,  1430,  1490,  1490,  1490
  19,  1430,  1420,  1430,  1490,  1390,  1490,  1470,  1480
  20,  1430,  1490,  1490,  1420,  1510,  1490,  1510,  1450
  21,  1370,  1440,  1440,  1290,  1500,  1490,  1510,  1500
  22,  1470,  1490,  1490,  1480,  1410,  1500,  1470,  1490
  23,  1520,  1430,  1490,  1490,  1500,  1500,  1560,  1470
  24,  1490,  1480,  1500,  1420,  1410,  1470,  1550,  1450
  25,  1570,  1480,  1480,  1480,  1490,  1460,  1500,  1460
  26,  1510,  1490,  1480,  1490,  1490,  1520,  1540,  1490
  27,  1480,  1430,  1490,  1490,  1500,  1520,  1520,  1480
  28,  1470,  1490,  1280,  1490,  1500,  1440,  1510,  1390
  29,  1450,  1430,  1440,  1260,  1450,  1480,  1180,  1180
  30,  1390,  1490,  1200,  1420,  1400,  1450,  1480,  1490
  31,  1480,  1440,  1440,  1490,  1350,  1540,  1500,  1400
  32,  1450,  1490,  1420,  1490,  1400,  1480,  1500,  1480
  33,  1470,  1420,  1370,  1270,  1490,  1420,  1040,  1470
  34,  1430,  1490,  1480,  1420,  1400,  1480,  1490,  1490
  35,  1430,  1380,  1440,  1410,  1400,  1520,  1480,  1480
  36,  1470,  1480,  1430,  1490,  1430,  1480,  1500,  1400
  37,  1440,  1430,  1370,  1410,  1500,  1450,  1500,  1480
  38,  1440,  1350,  1490,  1420,  1490,  1490,  1500,  1430
  39,  1480,  1490,  1480,  1490,  1490,  1520,  1510,  1410
  40,  1480,  1480,  1410,  1420,  1410,  1460,  1460,  1500
  41,  1480,  1430,  1480,  1490,  1300,  1460,  1500,  1480
  42,  1470,  1490,  1480,  1480,  1500,  1430,  1550,  1470
  43,  1470,  1480,  1480,  1490,  1400,  1320,  1520,  1540
  44,  1500,  1480,  1430,  1480,  1480,  1490,  1510,  1460
  45,  1440,  1430,  1480,  1490,  1430,  1490,  1500,  1470
  46,  1430,  1360,  1480,  1300,  1490,  1500,  1530,  1490
  47,  1480,  1490,  1480,  1490,  1490,  1490,  1510,  1490
  48,  1470,  1410,  1480,  1420,  1410,  1450,  1520,  1460
  49,  1470,  1500,  1490,  1410,  1500,  1570,  1510,  1470
  50,  1450,  1420,  1520,  1490,  1420,  1430,  1660,  1480
  51,  1470,  1490,  1510,  1490,  1490,  1490,  1490,  1480
  52,  1460,  1490,  1480,  1490,  1490,  1490,  1590,  1510
  53,  1480,  1420,  1480,  1490,  1490,  1480,  1660,  1490
  54,  1450,  1480,  1480,  1420,  1490,  1450,  1660,  1490
  55,  1470,  1490,  1480,  1490,  1490,  1480,  1570,  1480
  56,  1460,  1430,  1480,  1480,  1450,  1450,  1600,  1480
  57,  1480,  1480,  1440,  1410,  1490,  1520,  1500,  1480
  58,  1460,  1480,  1420,  1420,  1490,  1510,  1490,  1440
  59,  1440,  1490,  1480,  1480,  1390,  1480,  1500,  1400
  60,  1460,  1490,  1490,  1420,  1500,  1450,  1480,  1490
  61,  1480,  1190,  1420,  1490,  1430,  1510,  1510,  1470
  62,  1430,  1100,  1430,  1260,  1440,  1540,  1480,  1440
  63,  1360,  1440,  1490,  1230,  1500,  1490,  1510,  1410
  64,  1330,  1490,  1420,  1420,  1490,  1490,  1490,  1500
  65,  1480,  1440,  1480,  1490,  1440,  1480,  1510,  1490
  66,  1420,  1350,  1360,  1230,  1500,  1470,  1500,  1420
  67,  1470,  1490,  1440,  1480,  1400,  1420,  1500,  1420
  68,  1460,  1490,  1430,  1480,  1480,  1480,  1510,  1480
  69,  1480,  1430,  1490,  1480,  1480,  1480,  1510,  1460
  70,  1470,  1490,  1480,  1420,  1410,  1490,  1510,  1480
  71,  1470,  1420,  1440,  1490,  1320,  1410,  1510,  1480
  72,  1420,  1490,  1430,  1490,  1490,  1430,  1510,  1410
  73,  1480,  1480,  1480,  1480,  1490,  1410,  1510,  1180
  74,  1470,  1430,  1480,  1420,  1480,  1480,  1560,  1490
  75,  1460,  1490,  1440,  1490,  1430,  1480,  1510,  1480
  76,  1470,  1480,  1420,  1480,  1480,  1490,  1440,  1500
  77,  1450,  1430,  1490,  1490,  1500,  1510,  1510,  1490
  78,  1420,  1480,  1470,  1480,  1480,  1510,  1510,  1480
  79,  1430,  1490,  1440,  1490,  1400,  1510,  1500,  1460
  80,  1470,  1480,  1480,  1410,  1500,  1490,  1500,  1480
  81,  1470,  1490,  1480,  1490,  1440,  1570,  1510,  1480
  82,  1480,  1490,  1340,  1450,  1490,  1550,  1420,  1500
  83,  1470,  1440,  1490,  1500,  1490,  1550,  1510,  1480
  84,  1470,  1370,  1480,  1420,  1500,  1490,  1560,  1490
  85,  1440,  1490,  1430,  1410,  1400,  1410,  1510,  1470
  86,  1460,  1480,  1490,  1490,  1280,  1490,  1490,  1470
  87,  1470,  1490,  1430,  1490,  1500,  1510,  1490,  1480
  88,  1470,  1490,  1480,  1420,  1500,  1490,  1520,  1500
  89,  1450,  1430,  1490,  1490,  1500,  1520,  1510,  1490
  90,  1460,  1490,  1550,  1420,  1420,  1490,  1530,  1480
  91,  1430,  1490,  1490,  1490,  1490,  1480,  1510,  1510
  92,  1480,  1430,  1490,  1320,  1510,  1500,  1500,  1440
  93,  1440,  1490,  1440,  1490,  1500,  1480,  1510,  1490
  94,  1440,  1490,  1420,  1290,  1440,  1490,  1520,  1490
  95,  1480,  1440,  1490,  1490,  1500,  1510,  1500,  1490
  96,  1520,  1480,  1480,  1480,  1480,  1460,  1500,  1490
  97,  1520,  1490,  1490,  1410,  1450,  1480,  1530,  1450
  98,  1450,  1430,  1480,  1480,  1490,  1480,  1500,  1480
  99,  1480,  1490,  1480,  1480,  1490,  1460,  1530,  1490
 100,  1470,  1480,  1480,  1480,  1420,  1480,  1500,  1480
 101,  1470,  1440,  1480,  1490,  1490,  1530,  1550,  1490
 102,  1470,  1480,  1480,  1480,  1490,  1520,  1500,  1520
 103,  1440,  1490,  1490,  1410,  1490,  1480,  1510,  1480
 104,  1470,  1480,  1480,  1480,  1430,  1480,  1500,  1480
 105,  1440,  1430,  1490,  1490,  1510,  1530,  1510,  1480
 106,  1480,  1480,  1530,  1480,  1450,  1410,  1460,  1480
 107,  1450,  1490,  1490,  1410,  1390,  1510,  1520,  1490
 108,  1440,  1410,  1480,  1480,  1490,  1480,  1500,  1480
 109,  1520,  1480,  1430,  1490,  1490,  1420,  1500,  1480
 110,  1460,  1480,  1490,  1480,  1490,  1480,  1620,  1480
 111,  1480,  1440,  1490,  1490,  1500,  1480,  1510,  1460
 112,  1460,  1490,  1480,  1480,  1500,  1410,  1510,  1490
 113,  1470,  1480,  1480,  1410,  1490,  1510,  1510,  1480
 114,  1480,  1450,  1480,  1490,  1500,  1480,  1520,  1490
 115,  1480,  1490,  1490,  1480,  1500,  1490,  1510,  1470
 116,  1450,  1480,  1410,  1420,  1480,  1510,  1510,  1480
 117,  1480,  1450,  1480,  1490,  1500,  1490,  1510,  1500
 118,  1460,  1480,  1480,  1480,  1490,  1500,  1510,  1510
 119,  1470,  1480,  1480,  1480,  1500,  1500,  1480,  1490
 120,  1470,  1420,  1470,  1420,  1410,  1440,  1450,  1410
 121,  1420,  1380,  1490,  1490,  1490,  1510,  1410,  1490
