addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1430,     0,  1430,     0,  1420,  1430,  1430
   1,  1420,  1400,     0,  1390,     0,  1400,  1440,  1400
   2,  1290,  1340,     0,  1430,     0,  1370,  1420,  1420
   3,  1480,  1430,  1420,  1530,  1490,  1420,  1420,  1420
   4,  1410,  1420,  1400,  1430,  1360,  1420,  1430,  1340
   5,  1390,  1380,  1330,  1390,  1510,  1460,  1430,  1390
   6,  1350,  1290,  1330,  1430,  1510,  1420,  1430,  1430
   7,  1420,  1430,  1430,  1440,  1470,  1560,  1440,  1410
   8,  1360,  1430,  1400,  1420,  1560,  1420,  1260,  1360
   9,  1270,  1390,  1320,  1250,  1350,  1450,  1410,  1430
  10,  1400,  1440,  1430,  1490,  1570,  1420,  1430,  1310
  11,  1390,  1430,  1420,  1440,  1560,  1490,  1480,  1400
  12,  1400,  1430,  1410,  1440,  1380,  1420,  1440,  1230
  13,  1070,  1410,  1430,  1390,  1500,  1570,  1440,  1440
  14,  1420,  1360,  1240,  1440,  1530,  1450,  1440,  1430
  15,  1390,  1440,  1430,  1400,  1360,  1430,  1380,  1430
  16,  1410,  1440,  1420,  1440,  1600,  1430,  1440,  1410
  17,  1390,  1420,  1460,  1430,  1570,  1420,  1440,  1390
  18,  1410,  1430,  1400,  1440,  1440,  1450,  1430,  1430
  19,  1400,  1380,  1500,  1430,  1380,  1420,  1420,  1430
  20,  1390,  1430,  1400,  1390,  1520,  1400,  1480,  1410
  21,  1160,  1390,  1440,  1260,  1480,  1430,  1430,  1430
  22,  1410,  1430,  1430,  1430,  1370,  1420,  1430,  1420
  23,  1420,  1440,  1420,  1440,  1440,  1420,  1420,  1300
  24,  1410,  1420,  1430,  1390,  1430,  1430,  1430,  1230
  25,  1420,  1490,  1480,  1520,  1440,  1470,  1430,  1400
  26,  1420,  1430,  1420,  1440,  1480,  1420,  1430,  1430
  27,  1420,  1400,  1430,  1430,  1450,  1420,  1440,  1430
  28,  1420,  1430,  1300,  1430,  1520,  1410,  1440,  1410
  29,  1400,  1410,  1240,  1200,  1480,  1420,  1300,  1350
  30,  1240,  1430,  1240,  1390,  1480,  1400,  1440,  1420
  31,  1430,  1400,  1440,  1440,  1430,  1430,  1440,  1400
  32,  1390,  1440,  1400,  1440,  1370,  1420,  1430,  1430
  33,  1420,  1390,  1330,  1200,  1450,  1410,  1370,  1400
  34,  1370,  1440,  1420,  1400,  1440,  1420,  1430,  1430
  35,  1400,  1380,  1470,  1380,  1440,  1420,  1410,  1430
  36,  1430,  1420,  1420,  1440,  1400,  1420,  1440,  1400
  37,  1310,  1400,  1370,  1390,  1450,  1530,  1440,  1430
  38,  1420,  1360,  1420,  1460,  1470,  1410,  1420,  1380
  39,  1480,  1420,  1490,  1430,  1460,  1420,  1430,  1400
  40,  1420,  1420,  1400,  1380,  1370,  1070,  1430,  1420
  41,  1390,  1380,  1420,  1430,  1160,  1500,  1440,  1430
  42,  1420,  1430,  1420,  1430,  1630,  1400,  1420,  1400
  43,  1420,  1430,  1420,  1440,  1360,  1380,  1320,  1430
  44,  1420,  1420,  1400,  1450,  1540,  1420,  1430,  1400
  45,  1390,  1390,  1430,  1430,  1440,  1580,  1440,  1420
  46,  1300,  1210,  1420,  1170,  1490,  1420,  1430,  1430
  47,  1420,  1430,  1420,  1440,  1570,  1420,  1440,  1430
  48,  1300,  1370,  1430,  1440,  1390,  1400,  1420,  1390
  49,  1420,  1440,  1430,  1380,  1490,  1440,  1440,  1310
  50,  1380,  1380,  1430,  1440,  1430,  1430,  1440,  1500
  51,  1440,  1440,  1430,  1430,  1440,  1440,  1420,  1430
  52,  1420,  1430,  1420,  1440,  1560,  1400,  1430,  1430
  53,  1430,  1380,  1430,  1440,  1430,  1430,  1430,  1410
  54,  1390,  1480,  1440,  1400,  1570,  1470,  1500,  1420
  55,  1420,  1430,  1430,  1440,  1470,  1530,  1440,  1450
  56,  1420,  1380,  1470,  1440,  1460,  1540,  1430,  1430
  57,  1420,  1430,  1430,  1390,  1520,  1420,  1430,  1430
  58,  1420,  1440,  1410,  1400,  1510,  1420,  1410,  1400
  59,  1390,  1410,  1420,  1430,  1510,  1400,  1430,  1400
  60,  1380,  1430,  1430,  1410,  1520,  1460,  1430,  1430
  61,  1410,  1240,  1270,  1440,  1440,  1440,  1430,  1410
  62,  1380,  1240,  1430,  1270,  1440,  1420,  1370,  1380
  63,  1040,  1510,  1430,  1270,  1470,  1500,  1440,  1410
  64,  1040,  1430,  1420,  1410,  1560,  1420,  1410,  1420
  65,  1420,  1400,  1430,  1440,  1460,  1420,  1440,  1440
  66,  1330,  1370,  1340,  1350,  1470,  1430,  1420,  1340
  67,  1420,  1430,  1430,  1440,  1440,  1450,  1420,  1410
  68,  1400,  1430,  1420,  1440,  1470,  1420,  1430,  1430
  69,  1420,  1410,  1420,  1430,  1450,  1420,  1440,  1220
  70,  1380,  1430,  1420,  1400,  1380,  1420,  1430,  1430
  71,  1420,  1400,  1460,  1440,  1240,  1080,  1410,  1430
  72,  1330,  1600,  1440,  1440,  1490,  1410,  1430,  1400
  73,  1430,  1430,  1460,  1430,  1440,  1460,  1430,  1280
  74,  1420,  1520,  1410,  1400,  1570,  1420,  1430,  1420
  75,  1400,  1430,  1440,  1440,  1470,  1330,  1430,  1430
