addr, bit0,  bit1,  bit2,  bit3,  bit4,  bit5,  bit6,  bit7
   0,     0,  1460,     0,  1470,     0,  1450,  1480,  1460
   1,  1480,  1430,  1020,  1430,  1020,  1450,  1430,  1500
   2,  1460,  1320,  1010,  1470,  1030,  1450,  1490,  1460
   3,  1570,  1470,  1490,  1440,  1480,  1460,  1530,  1470
   4,  1470,  1460,  1420,  1470,  1420,  1460,  1490,  1370
   5,  1690,  1440,  1290,  1440,  1480,  1450,  1440,  1460
   6,  1420,  1360,  1010,  1470,  1420,  1460,  1490,  1470
   7,  1480,  1470,  1480,  1490,  1480,  1470,  1500,  1510
   8,  1380,  1470,  1430,  1470,  1470,  1460,  1210,  1390
   9,  1370,  1430,  1280,  1340,  1430,  1490,  1460,  1470
  10,  1450,  1460,  1490,  1550,  1470,  1450,  1500,  1340
  11,  1520,  1460,  1460,  1480,  1480,  1460,  1450,  1450
  12,  1410,  1470,  1420,  1470,  1420,  1460,  1390,  1400
  13,  1350,  1430,  1490,  1520,  1490,  1450,  1500,  1470
  14,  1470,  1320,  1450,  1470,  1470,  1430,  1450,  1470
  15,  1450,  1480,  1470,  1430,  1460,  1470,  1410,  1470
  16,  1470,  1480,  1490,  1420,  1480,  1430,  1500,  1450
  17,  1540,  1430,  1460,  1480,  1440,  1470,  1450,  1460
  18,  1470,  1470,  1480,  1480,  1340,  1470,  1500,  1480
  19,  1490,  1420,  1460,  1490,  1440,  1470,  1460,  1470
  20,  1440,  1480,  1480,  1430,  1480,  1430,  1500,  1450
  21,  1440,  1420,  1460,  1380,  1490,  1470,  1500,  1470
  22,  1480,  1480,  1480,  1530,  1420,  1460,  1440,  1470
  23,  1480,  1430,  1480,  1480,  1470,  1450,  1440,  1470
  24,  1470,  1460,  1430,  1430,  1420,  1440,  1490,  1420
  25,  1480,  1470,  1480,  1480,  1480,  1430,  1500,  1470
  26,  1470,  1480,  1480,  1470,  1460,  1460,  1450,  1470
  27,  1490,  1430,  1490,  1480,  1480,  1460,  1490,  1470
  28,  1480,  1480,  1430,  1480,  1470,  1460,  1500,  1440
  29,  1420,  1430,  1460,  1320,  1400,  1460,  1350,  1340
  30,  1390,  1480,  1400,  1420,  1410,  1420,  1450,  1480
  31,  1490,  1420,  1460,  1490,  1340,  1470,  1490,  1440
  32,  1430,  1480,  1420,  1490,  1420,  1470,  1500,  1470
  33,  1490,  1430,  1270,  1320,  1490,  1440,  1280,  1520
  34,  1420,  1480,  1490,  1430,  1400,  1460,  1450,  1470
  35,  1430,  1290,  1460,  1430,  1430,  1460,  1450,  1470
  36,  1480,  1460,  1430,  1480,  1420,  1460,  1500,  1440
  37,  1390,  1420,  1250,  1430,  1480,  1470,  1450,  1470
  38,  1410,  1370,  1490,  1410,  1470,  1440,  1490,  1460
  39,  1490,  1470,  1480,  1490,  1480,  1460,  1500,  1460
  40,  1470,  1470,  1400,  1430,  1400,  1290,  1460,  1460
  41,  1420,  1440,  1480,  1480,  1030,  1450,  1500,  1470
  42,  1470,  1470,  1480,  1460,  1470,  1440,  1570,  1440
  43,  1560,  1470,  1480,  1480,  1430,  1420,  1480,  1470
  44,  1470,  1470,  1420,  1470,  1460,  1460,  1500,  1450
  45,  1540,  1450,  1480,  1480,  1380,  1460,  1500,  1450
  46,  1420,  1390,  1490,  1370,  1480,  1460,  1500,  1470
  47,  1490,  1480,  1490,  1490,  1470,  1460,  1500,  1470
  48,  1450,  1440,  1480,  1430,  1420,  1440,  1430,  1440
  49,  1480,  1470,  1480,  1540,  1480,  1470,  1490,  1380
  50,  1420,  1440,  1500,  1480,  1420,  1420,  1500,  1460
  51,  1480,  1470,  1420,  1480,  1480,  1460,  1440,  1470
  52,  1480,  1490,  1490,  1480,  1490,  1460,  1500,  1470
  53,  1490,  1430,  1490,  1480,  1480,  1470,  1500,  1450
  54,  1480,  1480,  1490,  1430,  1480,  1470,  1440,  1470
  55,  1490,  1480,  1480,  1490,  1490,  1460,  1510,  1470
  56,  1490,  1440,  1490,  1490,  1460,  1420,  1500,  1480
  57,  1480,  1480,  1460,  1420,  1480,  1460,  1500,  1480
  58,  1470,  1470,  1430,  1430,  1480,  1460,  1470,  1440
  59,  1430,  1420,  1480,  1480,  1430,  1460,  1500,  1450
  60,  1460,  1470,  1490,  1430,  1470,  1450,  1450,  1470
  61,  1490,  1330,  1460,  1480,  1430,  1470,  1500,  1470
  62,  1420,  1250,  1440,  1390,  1370,  1460,  1330,  1430
  63,  1370,  1440,  1490,  1330,  1490,  1440,  1500,  1450
  64,  1380,  1480,  1420,  1430,  1480,  1470,  1440,  1470
  65,  1490,  1440,  1490,  1490,  1430,  1450,  1500,  1470
  66,  1450,  1320,  1460,  1450,  1480,  1440,  1510,  1410
  67,  1480,  1470,  1460,  1490,  1440,  1430,  1440,  1450
