vretention,badbits
500,0
490,0
480,0
470,0
460,0
450,0
440,0
430,3
420,4
410,6
400,11
390,16
380,30
370,52
360,121
350,171
340,231
330,229
320,293
310,400
300,476
290,575
280,654
270,745
260,829
250,922
240,971
230,979
220,1005
210,1026
200,1035
190,1035
180,1039
170,1053
160,1033
150,1021
140,1016
130,1028
120,1040
110,1041
100,1041
90,1044
80,1045
70,1034
60,1028
50,1030
40,1030
30,1021
20,1021
10,1034
